contributor_name,doc_id,contribution_type
Apple Inc.,R1-2409241,Moderator Summary
vivo,R1-2407833,Change Request
Nokia,R1-2403001,LS Reply
Spreadtrum Communications,R1-2407716,Technical Proposal
China Unicom,R1-2401067,Technical Proposal
Huawei,R1-2410899,Technical Contribution
"NTT DOCOMO, INC.",R1-2408796,Technical Proposal
Ericsson,R1-2405119,Discussion
"NTT DOCOMO, INC.",R1-2401514,Moderator Summary
MediaTek Inc.,R1-2410522,Technical Proposal
Samsung,R1-2404093,Source
"NTT DOCOMO, INC.",R1-2403243,Contribution
RUijie networks,R1-2405124,Discussion and decision
HiSilicon,R1-2409417,Ultra low power device architectures for Ambient IoT
ZTE,R1-2405193,Source
vivo,R1-240xxxx,Moderator
NEC,R1-2404676,Discussion and Decision
vivo,R1-2406204,Technical Analysis
NEC,R1-2409859,Contribution
RAN2,R2-2313605,Response LS
Nokia,R1-2409059,Proposal Support
Ericsson,R1-2406742,Technical Analysis
Futurewei,R1-2407614,Source
"Huawei, HiSilicon",R1-2403942,Technical Contribution
Jiayi Yang,R1-2407484,Contact Person
ASUSTeK,R1-2407122,Discussion
Nokia,R1-2401722,CR Proposal
Nokia,R1-2406791,Source
Sanechips,R1-2402776,Technical contribution
ZTE,R1-2400286,Discussion and Proposals
Ericsson,R1-2409078,Moderator
Xiaomi,R1-2405697,Contribution
SageRan,R1-2408078,Source
LG Electronics,R1-2402811,Technical Analysis
LG Electronics,R1-2404546,Technical Contribution
Nokia,R1-2410741,Moderator Summary
Huawei,R1-2405539,Moderator
AT&T,R1-2406872,Discussion Document
OPPO,R1-2406231,Technical Contribution
LG Electronics,R1-2408335,Discussion and Decision
Samsung,R1-2403602,Moderator Summary
CMCC,R1-2403515,Moderator Summary
EURECOM,R1-2408271,Technical Contribution
Lenovo,R1-2410016,Contribution
RAN WG1,CR-Form-v12.3,Technical Proposal
Nokia,R1-2401697,Technical Proposal
Sanechips,R1-2408512,Change Request
Nokia Shanghai Bell,R1-2410555,Contribution
Apple Inc.,R1-2409794,Technical Contribution
Intel Corporation,R1-2407254,Moderator Summary
NEC,R1-2408217,Discussion and Decision
EURECOM,R1-2406083,Source
Ericsson,R1-2407162,Technical Proposal
HiSilicon,R1-2408185,Source
Lenovo,R1-2403162,Contribution
ZTE,R1-2401074,Discussion and Decision
HiSilicon,R1-2408982,Change Request
Qualcomm Incorporated,R1-2407233,View Submission
CMCC,R1-2407898,Technical Proposal
Indian Institute of Technology Madras,R1-2401283,Discussion and Decision
OPPO,R1-2408129,Technical Contribution
ZTE,R1-2406679,CR draft
ASUSTeK,R1-2401200,Discussion and Decision
HiSilicon,R1-2402038,Discussion and Decision
ZTE Corporation,R1-2406128,Source
Indian Institute of Technology Madras,R1-2403399,Source
Huawei,R1-2409263,Source
Samsung,R1-2410935,CR Submission
CMCC,R1-2409508,Discussion & Decision
Futurewei,R1-2402043,Contribution
Toyota InfoTechnology Center,R1-2400931,Discussion and Decision
HiSilicon,R1-2406986,Source
Tejas Networks Ltd,R1-2409761,Discussion and Decision
Sanechips,R1-2403033,CR Proposal
Apple Inc.,R1-2401028,Discussion
Nokia,R1-2403698,Technical Proposal
Google,R1-2404688,Discussion/Decision
Qualcomm,R1-240xxxx,Source
Samsung,R1-2408629,Draft CR
Futurewei,R1-2410037,Contribution
Qualcomm Incorporated,R1-2408864,Technical Contribution
OPPO,R1-2407246,Contributor
CMCC,R1-2400327,Contribution
Ericsson,R1-2403324,"Discussion, Decision"
"NTT DOCOMO, INC.",R1-2401646,Moderator
Samsung,R1-2403524,Moderator
Ericsson,R1-2402069,Technical Proposal
Samsung,R1-2409232,Source
Ericsson,R1-2407428,Source to WG
NVIDIA,R1-2404536,Discussion Document
Sanechips,R1-2406961,Technical Contribution
Unknown Contributor,CR-Form-v12.2,Change Proposal
Apple,R1-2408445,Discussion/Decision
Samsung,R1-2402437,Change Request
Huawei,38.214,Source
vivo,R1-2402234,Technical Contribution
CICTCI,R1-2404371,CR Proposal
China Telecom,R1-2400673,Discussion
Sharp,R1-2410419,Technical Proposal
HiSilicon,R1-2406999,Change Proposal
OPPO,R1-2406242,Source
Nokia,R1-2409104,Moderator Summary
"NTT DOCOMO, INC.",R1-2407389,Moderator
"InterDigital, Inc.",R1-2400909,Discussion and Decision
CMCC,R1-2405989,Discussion/Decision
Panasonic,R1-2408344,Technical Proposal
CMCC,R1-2402568,Discussion/Decision
Panasonic,R1-2406600,Technical Proposal
Intel Corporation,R1-2406009,Technical Contribution
ASUSTeK,R1-2405204,Change Request
CATT,R1-2403472,Moderator
3GPP RAN Working Group 2,38.213,Change Request Proposal
Semtech,R1-2408742,Technical Contribution
Nokia,R1-2410317,Discussion and Decision
Qualcomm,R1-2401816,Contributor
OPPO,R1-2410069,Discussion and Decision
"NTT DOCOMO, INC.",R1-2401131,Discussion and Decision
NTT DOCOMO,R1-2401823,Moderator
Xiaomi,R1-2409897,Technical Proposal
"InterDigital, Inc.",R1-2409733,Discussion and Decision
Sony,R1-2406472,Contribution
OPPO,R1-2402323,Discussion and Decision
"IIT Kanpur, Indian Institute of Technology Madras (IITM)",R1-2403394,Contribution
Lenovo,R1-2406441,Technical Contribution
RAN1,R1-2408064,Draft Reply
Ericsson,R1-240xxxx,Proposals on synchronization signals
OPPO,R1-2403586,Technical Contribution
Panasonic,R1-2408534,Discussion Document
BUPT,R1-2402154,Source
ZTE,R1-2406043,Moderator
OPPO,R1-2402301,Discussion and Decision proposal
Qualcomm Incorporated,R1-2407013,Change Request
ZTE Corporation,R1-2409483,Discussion/Decision
ETRI,R1-2410278,Technical Analysis and Proposals
ETRI,R1-2401237,Discussion/Decision Document
LG Electronics,R1-2403114,Discussion and decision
NEC,R1-2408215,Technical Proposal
ETRI,R1-2408560,Technical Contribution
OPPO,R1-2404853,Discussion and Proposal
CBN,R1-2400506,Source
HONOR,R1-2404574,Technical contribution
Baicells,R1-2402752,Discussion and Decision
Nokia,R1-2404223,Discussion and Decision
vivo,R1-2405512,Technical Analysis
NTPU,R1-2401054,Technical Contribution
Qualcomm Incorporated,R1-2410486,Technical Proposal
MediaTek Inc.,R1-2405083,Technical Proposal
Samsung,R1-2400717,Technical Proposal
Futurewei,R1-2410027,Discussion/Decision
ZTE Corporation,R1-2410774,Moderator
Qualcomm Incorporated,R1-2407036,Technical Contribution
Sony Group Corporation,R1-2404501,Discussion
NEC,R1-2409211,Proponent
Xiaomi,R1-2403518,Text Proposal Input
Sony,R1-2408418,Discussion and decision
Sanechips,R1-2409561,Contribution
ZTE,R1-2408317,Moderator
Huawei,R1-2405523,Moderator
ETRI,R1-2403013,Discussion
Sanechips,R1-2410451,Technical Proposal
ETRI,R1-2401222,Discussion
NVIDIA,R1-2408394,Technical Contribution
Huawei,R1-2405752,Change Request
ZTE,R1-2404643,CR Author
Vodafone,R1-2408589,Contribution
Apple,R1-2409803,Discussion/Decision
LG Electronics,R1-2406612,Discussion and decision
Ericsson,R1-2202594,Source
HiSilicon,R1-2408977,CR Submission
"Spreadtrum Communications, BUPT",R1-2405900,Technical Contribution
HiSilicon,R1-2407668,Technical analysis and proposal
ZTE,R1-2402166,Technical Contribution
Vodafone,R1-2410300,Source
Spreadtrum Communications,R1-2405917,Technical Contribution
China Telecom,R1-2409380,Technical contribution
"Huawei, HiSilicon, CBN",R1-2400128,CR Proposal
Apple Inc.,R1-2401631,Moderator
Ericsson,R1-2409079,Moderator
MediaTek Inc.,R1-2407928,Contribution
Huawei,R1-2409141,Moderator
Ericsson,R1-2407440,Source
Lenovo,R1-2410729,Moderator Summary
vivo,R1-2402217,Change Request Proposal
ZTE,R1-2404710,Discussion
CICTCI,R1-2402396,Source
Nokia,R1-2403286,Technical Contribution
TCL,R1-2403037,Discussion and Decision
Huawei,R1-2401757,Ad-Hoc Chair
NVIDIA,R1-2406495,Technical Contribution
Samsung,R1-2407573,Change Proposal
Ericsson,R1-2404754,Discussion Document
MediaTek Inc.,R1-2406789,Contribution
Nokia,R1-2406746,Technical Contribution
"Huawei, HiSilicon",R1-240XXXX,Discussion Lead
NTT DOCOMO INC,R1-2407458,Contributor
Xiaomi,R1-2407978,Contribution
OPPO,R1-2406230,Discussion document
Fraunhofer HHI,R1-2408365,Technical Contribution
Sanechips,R1-2404644,Change Request
Futurewei,R1-2405398,Moderator Summary
ZTE,R1-2401595,Moderator
ZTE Corporation,R1-2406114,CR Proposal
Apple Inc.,R1-2402873,Discussion/Decision
Nokia,R1-2405060,Discussion and Decision
Ericsson,R1-2401671,NCD-SSB Restriction Proposal (R1-2400798)
Samsung,R1-2406627,Discussion and Decision
"InterDigital, Inc.",R1-2406500,Discussion
Intel Corporation,R1-2403465,Moderator Summary
Lenovo,R1-2401589,Moderator Summary
CATT,R1-2410728,Moderator Summary
Nokia,R1-2404921,Source
vivo,R1-2406151,Change Request
Samsung,R1-2402444,CR Proposal
MediaTek Inc.,R1-2406771,Technical Contribution
China Telecom,R1-2409022,Technical Contribution
Panasonic,R1-2406391,Contribution
MediaTek Inc.,R1-2406777,Technical Contribution
Huawei,R1-2402030,Contribution
Qualcomm Incorporated,R1-2403169,Discussion/Decision
Ericsson,R1-2407566,CR Proposal
ZTE,S5-246299,Technical Analysis
OPPO,R1-2402314,Discussion proposal
CMCC,R1-2409505,Discussion & Decision
Huawei,R1-2405472,Moderator Summary
Xianghui Han,R1-2403619,Reply LS
CMCC,R1-2405696,Moderator/FL Summary
HiSilicon,R1-2409263,Source
ZTE,R1-2403814,Proposal Submission
"InterDigital, Inc.",R1-2406750,Technical Contribution
OPPO,R1-2404875,Author
Samsung,R1-2404111,Technical Proposal
Xiaomi,R1-2404624,Technical Analysis
Apple,R1-2404266,Discussion/Decision
Intel Corporation,R1-2403630,Moderator Summary
Samsung,R1-2405705,Source to WG
Thales,38.211,Technical Proposal
Google,R1-2406965,Technical Contribution
MediaTek,R1-2410642,Moderator/Feature Lead
OPPO,R1-2410096,Contribution
MediaTek Inc.,R1-2403638,Moderator Summary
"ZTE, Sanechips",R1-2405191,CR Proposal
vivo,R1-2409705,Discussion
ZTE,R1-2407293,Moderator Summary
Lenovo,R1-2404943,Discussion
Sanechips,R1-2402186,Technical Analysis & Proposals
AT&T,R1-2401356,Source
RAN1 Chair,R1-2407585,Meeting Notes
Sanechips,R1-2409562,Discussion
Samsung,R1-2409597,Discussion and Proposal
FUTUREWEI,R1-2410024,Technical Contribution
Huawei,R1-2407585,Technical Contribution
ZTE,R1-2409387,Proposal
Huawei,R1-2403484,Performance analysis contributor
"Indian Institute of Technology Madras (IITM), IIT Kanpur",R1-2410424,Technical Analysis and Proposals
"NTT DOCOMO, INC.",R1-2408795,Technical Proposal
Huawei,R1-2404951,Source
Qualcomm Incorporated,R1-2407051,Source
Samsung,R1-2403598,Moderator
Samsung,R1-2401922,CR Proposal
Comba,R1-2400926,Discussion
Nokia Shanghai Bell,R1-2408728,Contribution
ZTE,R1-2405638,Moderator
DENSO CORPORATION,R1-2404800,Contribution
Xiaomi,R1-2409891,Discussion Document
OPPO,R1-2407191,Moderator
Unknown Contributor,38.213 CR rev,Change Proposal
Huawei,R1-2405753,Change Request Proposal
Samsung,R1-2405538,Contributor
Hyundai Motor Company,R1-2406571,Contribution
Xiaomi,R1-2406287,Discussion
Thales,R1-2408396,Discussion document
China Mobile,R1-2407538,Reply LS
Apple Inc.,R1-2404269,Technical Proposal
ETRI,R1-2408579,Discussion/Decision Proposal
CATT,R1-2402386,Source
Huawei,R2-2409360,Liaison Statement
Spreadtrum Communications,R1-2402121,Technical analysis
OPPO,R1-2407195,Moderator Summary
Qualcomm Incorporated,R1-2407010,Discussion/Decision
MediaTek,R1-2409621,Rapporteur
ETRI,R1-2410281,Contribution
CATT,R1-2404383,Technical Contribution
Intel Corporation,R1-2409737,Discussion and Decision
Qualcomm,R1-2401697,Moderation
NEC,R1-2410210,Technical Proposal
ZTE Corporation,R3-237745,Reply LS
HiSilicon,R1-2403355,Technical Contribution
Samsung,R1-2409573,Discussion and Decision
"NTT DOCOMO, INC.",R1-2405034,Discussion and Decision
Sharp,R1-2400634,Contribution
Qualcomm Incorporated,R1-2408849,Technical Contribution
Sharp,R1-2410438,Technical Proposal
CATT,R1-2404366,Source
Xiaomi,R1-2404609,Contribution
Transsion Holdings,R1-2402686,Contribution
Samsung,R1-2409330,Change Request
NVIDIA,R1-2400690,Discussion Document
Huawei,R1-2404291,Technical Proposal
CMCC,R1-2401676,Moderator Summary
TCL,R1-2408083,Discussion and Decision
vivo,R1-2407857,Discussion
Apple Inc.,R1-2401007,Technical Proposal
ETRI,R1-2410277,Source
Samsung,R1-2402481,Technical Analysis
ETSI MCC,R1-2409341,Chair Notes
Sanechips,R1-2405935,Contribution
UNISOC,R1-2409639,Simulation Results
Intel Corporation,R1-2403986,Technical Reply
Ericsson,R1-2405578,Contact Organization
IIT Kharagpur,R1-2406453,Source
Google,R1-2407985,Change Request
Fraunhofer IIS,R1-2402039,Technical Analysis
David Gonzalez Gonzalez,R1-2405964,Technical Contact
Intel Corporation,R1-2402148,Technical Contribution
Tejas Networks,R1-2409751,Discussion
Tejas Networks,R1-2405962,Discussion and Decision
China Unicom,R1-2401066,Contribution
Southeast University,R1-2400841,Measurement Campaign
Transsion Holdings,R1-2402690,Discussion & Decision
Lenovo,R1-2409164,Moderator/Feature Lead
"Indian Institute of Technology Madras (IITM), IIT Kanpur",R1-2401155,Simulation Analysis and Technical Proposal
Indian Institute of Technology Madras (IITM),R1-2401153,Discussion
Panasonic,R1-2406428,Contribution
Ericsson,R1-2408815,CR Proposal
ZTE,R1-2404244,LS Reply
Ericsson,R1-2405294,CR Submission
Fujitsu,R1-2402795,Source
Samsung,R1-2401858,Source
Transsion Holdings,R1-2404821,Technical Proposal
Qualcomm Incorporated,R1-2403195,Technical Proposal
HiSilicon,R1-2409314,
Lenovo,R1-2410731,Moderator Summary
Panasonic,R1-2404902,Contribution
Apple,R1-2410831,Commenter
"Huawei, HiSilicon",R1-240xxxx,Moderator Summary
Wiliot Ltd,R1-2402720,Source
LG Electronics Inc.,R1-2408674,Discussion and Decision
ZTE,R1-2409587,Performance Analysis
ASUSTeK,R1-2402817,Discussion and Decision
China Academy of Telecommunications Technology,R1-2409949,Discussion and Decision
ZTE,R1-2405454,Moderator
CMCC,R1-2407481,Session Notes
Nokia Shanghai Bell,R1-2400191,Proposal
NEC,R1-2406543,Discussion/Decision Proposal
Samsung,R1-2400729,Technical Contribution
Fraunhofer IIS,R1-2401198,Technical Analysis
Meta,R1-2406888,Source
Panasonic,R1-2404757,Discussion/Decision
OPPO,R1-2405346,Moderator
Samsung,R1-2401659,CR Source
"InterDigital, Inc.",R1-2401180,Technical Contribution
KAIST,R1-2410201,Discussion
Qualcomm Incorporated,R1-2407007,Discussion and Decision
Spreadtrum Communications,R1-2407703,Discussion and Decision
Panasonic,R1-2404756,Discussion
CATT,R1-2408000,Discussion and Decision
Ericsson,R1-2401923,Editor
Spreadtrum Communications,R1-2407313,Moderator Summary
Fujitsu,R1-2410058,Technical Proposal
Xiaomi,R1-2407964,Discussion
Qualcomm Incorporated,R1-2401442,Discussion/Decision
Samsung,R1-2406647,Source
LG Electronics,R1-2408087,Technical Contribution
"Nokia, Nokia Shanghai Bell",R1-2400966,Change Request Proposal
ZTE,R1-2410750,Company Comments
Huawei,R1-2409262,LS Sponsor
Samsung,R1-2405359,Technical Proposal (TP#1-1)
Ericsson,R1-2403476,Contribution
Ericsson,02987,CR Source
Samsung,R1-2402449,Contribution
Sony,R1-2406473,Technical Contribution
"NTT DOCOMO, INC.",R1-2406948,Discussion and Decision
Spreadtrum Communications,R1-2404026,Contribution
Xiaomi,R1-2402682,Moderator Summary
Apple,R1-2408450,Draft CR
Panasonic,R1-2408541,Discussion
III,R1-2403149,Discussion Document
Nokia,R1-2408259,Discussion and Decision
Fujitsu,R1-2410055,Discussion and Decision
Fraunhofer HHI,R1-2400927,Source
Ericsson,R1-2402057,Discussion
ETRI,R1-2410263,Discussion/Decision
Sanechips,R1-2404641,Technical Proposal
Fujitsu,R1-2408499,Discussion Document
vivo,R1-2409661,Technical Contribution
InterDigital Inc.,R1-2400823,Discussion Document
Samsung,R1-2406623,Draft CR
Hu Dan,R1-2400033,Contact Person
Huawei,R1-2401768,Source/Chair
Spreadtrum Communications,R1-242402105,Technical Contribution
Sharp,R1-2401044,Source
HiSilicon,R1-2402030,Contribution
Huawei,R1-2403343,Technical Contribution
Thales,R1-2407772,Technical Contribution
HiSilicon,R1-2405701,CR Source
Ericsson,R1-2407570,Change Request
Huawei,R1-2408178,Contribution
LG Electronics,R1-2405367,Moderator
ZTE,R1-2406677,CR Proposal
Futurewei,R1-2402046,Discussion/Decision
CATT,R1-2400420,Technical Proposal
OPPO,R1-2410076,Discussion and Proposals
China Telecom,R1-2403762,CR Proposal
Tejas Networks Ltd,R1-2403895,Discussion and Decision Proposal
Apple Inc.,R1-2402901,Technical Proposal
Apple,R1-2406865,Discussion/Decision
LG Electronics,R1-2407232,Moderator
Sanechips,R1-2406402,Change Request
Huawei,R1-2403764,Moderator
InterDigital,R1-2410762,Technical Contribution
ETRI,R1-2410262,Technical Contribution
TCL,R1-2409709,Discussion and Decision
ZTE,R1-2404564,Technical Contribution
Huawei,R1-2405321,CR Proposal
OPPO,R1-2400605,Contribution
LG Electronics,R1-2410195,Technical Contribution
MediaTek Inc.,R1-2408700,Discussion
Xiaomi,R1-2406293,Discussion
Nokia,R1-2408549,Reply LS
Qualcomm,R1-2403179,Discussion and decision
Baicells,R1-2406592,Contribution Document
Apple,R1-2409797,Technical Contribution
Google,R1-2402270,Change Proposal
Indian Institute of Technology Madras (IITM),R1-2405284,Technical Contribution
OPPO,R1-2404884,Discussion and Proposals
Nokia,R1-2405821,Technical Proposal
Sanechips,R1-2400493,Simulation support
Nokia Shanghai Bell,R1-2400182,Discussion and Decision
Apple Inc.,R1-2404274,Discussion/Decision
CMCC,R1-2404444,Discussion Document
Sony,R1-2410220,Technical Analysis and Proposals
Spreadtrum Communications,R1-2402107,Contribution
vivo,R1-2409669,Technical Contribution
CATT,R1-2406380,Discussion and Decision
ZTE,R1-2404558,Discussion and Decision
CATT,R1-2406376,Source
CEWiT,R1-2408929,Technical analysis and proposals
ETRI,R1-2408581,Discussion/Decision document on IoT NTN UL enhancements
Ericsson,R1-2403322,Technical Contribution
"NTT DOCOMO, INC",R1-2405021,CR Proposal
Samsung,R1-2401650,Moderator Summary
OPPO,R1-2404863,Discussion Contribution
Huawei,R1-2410770,Moderator
Panasonic,R1-2406783,Discussion/Decision
Toyota ITC,R1-2409717,Source
LG Electronics,R1-2409034,Moderator
CMCC,R1-2400346,Technical Contribution
Lenovo,R1-2410018,Discussion
vivo,R1-2409689,Technical contribution
ZTE Corporation,R1-2406119,Proposed change
Baicells,R1-2408309,Discussion and Decision
Ericsson,R1-2407267,Moderator/Editor
Ericsson,R1-2409251,Technical Proposal
ZTE Corporation,R1-2409559,Technical analysis and proposals
Ericsson,R1-2409151,Moderator Summary
ETRI,R1-2408572,Contribution
OPPO,R1-2402296,Reply LS
Huawei,R1-2410704,Feature Lead
ZTE,R1-2402186,Technical Analysis & Proposals
Qualcomm Incorporated,R1-2405141,Technical Proposal
Nokia,R1-2409768,Initial views on UE features NR MIMO Phase 5 WI
Huawei,R1-2400147,Contribution
China Telecom,R1-2403746,Reply Liaison Statement
Intel Corporation,R1-2406023,Discussion and Decision
Nokia,R1-2401779,Technical Contribution
Comba,R1-2405216,Technical Contribution
Samsung,R1-2402445,Technical Proposal
TCL,R1-2407628,Technical Contribution
Nokia,CR-Form-v12.2,CR Proposal
Meta,R1-2402992,Discussion and Decision
Nokia Shanghai Bell,R1-2400947,Discussion and Decision
Lenovo,R1-2409970,Technical Contribution
China Telecom,R1-2406086,Technical Analysis
CATT,R1-240xxxx,Moderator Summary
China Telecom,R1-2402510,Technical Proposal
ZTE,R1-2402707,Source to WG
Huawei,R1-2407667,Primary Contributor
Samsung,R1-2402436,Change Proposal
Sharp,R1-2408330,Discussion and Decision
Lenovo,R1-2402587,Technical Proposal
Tiami Networks,R1-2406085,Discussion and Decision
Huawei,R1-2402020,Discussion and Decision
Nokia,R1-2405612,Contribution R1-2404483
ZTE,R1-2401566,Moderator Summary
Nokia,R1-2408550,Discussion and Decision Proposal
Qualcomm Incorporated,R1-2410483,Technical Proposal
Qualcomm Inc.,R1-2410457,Discussion
Samsung,R1-2410936,Technical Contribution
HiSilicon,R1-2407682,Source
Sharp,R1-2410160,Contribution
ZTE Corporation,R1-2406996,Technical contribution
"NTT DOCOMO, INC.",R1-2401822,Moderator
CMCC,R1-2408641,Source
Huawei,R1-2407316,CR Proposals
Lenovo,R1-2405221,CR Submission
CATT,R1-2404378,Change Request
Samsung,R1-2406640,Technical analysis and proposals
OPPO,R1-2402743,Contribution
EURECOM,R1-2409535,Discussion and Decision
LG Electronics,R1-2407231,Moderator
Huawei,R1-2403930,Technical Contribution
NEC,R1-2408211,Discussion and Decision
Panasonic,R1-2400828,Discussion
vivo,R1-2407873,Contribution
Huawei,R1-2407245,Moderator
MediaTek Inc.,R1-2404517,Discussion and Decision
QUECTEL,R1-2409448,Discussion and Decision
Lenovo,R1-2407818,Contribution for Discussion
ZTE,R1-2407384,Moderator summary
Sony,R1-2402981,Contribution
ETRI,R1-2408577,Discussion/Decision
MediaTek,R1-2403528,Moderator Summary
Xiaomi,R1-2407943,Reply LS
CATT,R1-2408045,Technical Proposal
ZTE Corporation,R1-2410881,Moderator
Fujitsu,R1-2400770,Discussion and Decision
"InterDigital, Inc.",R1-2404958,Technical Contribution
Sony,R1-2410240,Source
Qualcomm Incorporated,R1-2405143,Author
Huawei,R1-2403472,Technical Input
RAN WG3,R1-2400017,Submitting Group
OPPO,R1-2400591,Technical Proposal
Fujitsu,R1-2404804,Technical Analysis
vivo,R1-2408991,Moderator
OPPO,R1-2407520,Moderator
"NTT DOCOMO, INC",R1-2403219,Contribution
vivo,R1-2404162,Change Request
Huawei,R1-2409401,Technical Proposal
Intel Corporation,R1-2402130,Source
CEWiT,R1-2407080,Discussion Proposal
MediaTek Inc,R1-2407458,Moderator
"ZTE Corporation, Sanechips",R1-2406908,Correction proposal
Ericsson,R1-2403271,Technical Proposal
ZTE Corporation,R1-2407808,Source
ETRI,R1-2403007,CR
Samsung,R1-2402439,Change Request Proposal
Google Inc.,R1-2401246,Technical Contribution
Fraunhofer HHI,R1-2408950,Source
CEWiT,R1-2405242,Technical Contribution
Lenovo,R1-2406807,Source/Author
Apple,R1-2401000,Discussion/Decision
ZTE,R1-2404209,Discussion
Hisilicon,R1-2404944,Technical Contribution
HiSilicon,R1-2403343,Technical Contribution
MediaTek Inc.,R1-2402952,Discussion and Decision
HiSilicon,R1-2408178,Contribution
vivo,R1-2403770,Moderator Summary
Samsung,R1-2408649,Technical Proposal
Lenovo,R1-2400202,Technical Proposal
Huawei,R1-2403356,Source
ETRI,R1-2404775,Discussion
NTT DOCOMO,R1-2407199,Ad-Hoc Chair
TCL,R1-2404000,Discussion
Spreadtrum Communications,R1-2405902,Discussion Proposals
"NTT DOCOMO, INC.",R1-2403695,Moderator Summary
Huawei,R1-2403539,Reply LS
"NTT DOCOMO, INC.",R1-2401125,Discussion and Decision
TCL,R1-2410358,Discussion and Decision
CEWiT,R1-2403053,Contribution
vivo,R1-2401628,TP 3-1 proposal
Nokia,R1-2405635,Source
Samsung,R1-2408657,Discussion and Decision
Huawei,R1-2401888,Change Request
Sharp,R1-2401133,Contribution
Spreadtrum Communications,R1-2405925,Discussion and decision
Qualcomm Incorporated,R1-2408834,Contribution
ZTE Corporation,R1-2410451,Technical Analysis
Ericsson,R1-2409390,Technical Analysis and Proposals
Sanechips,R1-2400497,System Design
Spreadtrum Communications,R1-2404036,Technical Analysis and Proposals
ZTE Corporation,R1-2409273,CR Proposal
Apple,R1-2409821,Technical Proposal
Lenovo,R1-2408325,Discussion and Decision
Huawei,R1-2404945,Technical Proposal
CICTCI,R1-2404385,Technical Proposal
Sanechips,R1-2406127,Co-Submitter
Panasonic,R1-2406786,Discussion/Decision
CMCC,R1-240XXXX,Email discussion moderator
Spreadtrum,R1-2409653,Technical Analysis
ZTE,R1-2404991,CR Source
CICT CI,R1-2406334,Source
NEC,R1-2402762,Discussion and Decision
TCL,R1-2406395,Discussion and Decision Document
ZTE,R1-2406046,Moderator
Siva Muruganathan,R1-2403752,Contact Person
vivo,R1-2409665,Source
Huawei,R1-2407663,Technical Analysis
Apple Inc.,R1-2402896,Discussion/Decision
Ericsson,R1-2403648,Rapporteur
Fujitsu,R1-2402791,Discussion
Samsung,R1-2400705,Discussion and Decision
Sanechips,R1-2406400,Technical analysis
Google,R1-2410157,Contribution
Huawei,R1-2403347,Source
CATT,R1-2407471,CR Author
CATT,R1-2409912,Contribution
China Telecom,R1-2402520,Contribution
EURECOM,R1-2408272,Discussion and Decision
ZTE Corporation,R1-2409154,Moderator
Huawei,R1-2405754,Change Request Proposal
Huawei,R1-2407673,Source
Orange,R1-2410246,Proposal
"NTT DOCOMO, INC.",R1-2410405,Contribution
vivo,R1-2409703,Technical contribution
ZTE,R1-2407300,CR Proposal
Spreadtrum Communications,R1-2402106,Technical Proposal
Samsung,R1-2402442,Technical Contribution
NEC,R1-2406691,Source
Qualcomm,R1-2410706,Technical Feedback
Lenovo,R1-2403103,Contribution
ZTE Corporation,R1-2409560,Technical Analysis
Fujitsu,R1-2402788,Contribution
NEC,R1-2406538,Technical Proposal
CMCC,R1-2402554,Discussion
NEC,R1-2409853,Technical proposal
"InterDigital, Inc.",R1-2406498,Discussion
Qualcomm Incorporated,R1-2410471,Discussion/Decision
Apple Inc.,R1-2406822,Discussion/Decision
Apple,R1-2401025,Technical Proposal
Intel Corporation,R1-2409739,Technical Proposal
vivo,R1-2407464,Moderator
"NTT DOCOMO, INC.",R1-2401126,Discussion/Decision
Lenovo,R1-2408747,Technical Contribution
Huawei,R1-2407525,Technical Contribution
Huawei,R1-2407247,Moderator
Qualcomm Incorporated,R1-2405160,Source
LG Electronics,R1-2402313,Source
"InterDigital, Inc.",R1-2404054,Source
Sony,R1-2404492,Discussion and Decision
HiSilicon,R1-2403349,CR Proposal
New H3C,R1-2405832,Technical Proposal
Ericsson,R1-2405489,Performance Analysis
OPPO,R1-2410071,Discussion & Decision
Intel Corporation,R1-2400375,Technical Proposal
Huawei,R4-2321464,Contact Person (Li Zhang)
Nokia,R1-2406587,Discussion and Decision
Sharp,R1-2407005,Contribution
Huawei,R1-2402018,Source
NEC,R1-2401720,Moderator
CATT,R1-2410707,Draft Reply LS
RAN1,R1-2403732,Liaison Statement
Nokia,R1-2409367,Technical Analysis and Proposals
"NTT DOCOMO, INC.",R1-2408779,Technical Contribution
vivo,R1-2402249,Contribution
HiSilicon,R1-2400134,Simulation
ZTE Corporation,R1-2406413,Contribution
TCL Communication,R1-2400269,Contribution
LG Electronics,R1-2409492,Technical Contribution
Apple,R1-240xxxx,Moderator Summary
National Institute of Standards and Technology (NIST),R1-2408724,Primary Author
ZTE Corporation,R1-2406132,Source
Thales,R1-2409288,Moderator
TCL,R1-2407107,Source/Author
Indian Institute of Technology Kanpur,R1-2403367,Contribution
Huawei/HiSilicon,R1-2402713,Contributor
Samsung,R1-2405722,Contributor
ZTE Corporation,R1-2409542,Analysis
vivo,CR-Form-v12.3,Change Request
Huawei,R1-2410602,Correction
Huawei,R1-2410701,Moderator/Feature Lead
Qualcomm,R1-2407254,SMa Scenario Proposal
Toyota ITC,R1-2404912,CR Proposal
Fraunhofer HHI,R1-2408395,Contribution
Sanechips,R1-2405193,Source
Sharp,R1-2403301,Discussion and Decision
CATT,R1-2404408,Contribution
CAICT,R1-2406968,Contribution
