agenda_id,release,doc_id,page_range
9.3.2,Release 19,R1-2402533,
9.3.1,Rel-19,R1-2405815,
9.7.1,Rel-19,R1-2410332,
9.4.2.3,Rel-19,R1-2410418,
9.4.2.1,3GPP Release unspecified,R1-2409976,
5,Unknown,R1-2403342,
9.2.2,Release 19,R1-2407126,
9.11.3,Rel-19,R1-2404786,
10.4,Rel-18,R1-2409331,
9.11.1,NR Release 18,R1-2404214,
9.7,Rel-19,R1-2401768,
5,Rel-18,R1-2403333,
9.3.3,Rel-19,R1-2407809,
9.1.1,Rel-19,R1-2408289,
7,Release 18,R1-2405521,
9.3.1,Rel-18,R1-2402663,
8.5.2,Rel-18,R1-2403698,
9.5.2,NR,R1-2405917,
9.6.3,Rel-18,R1-2404412,
9.7.2,,R1-2406768,
9.6.1,Rel-19,R1-2402728,
6.1,Rel-18,R1-2400594,
8.2,Rel-18,R1-2402300,
8.1,Rel-18,R1-2407188,
8.12.6,Rel-18,R1-2400354,
9.7.1,Release-19,R1-2406067,
9.14.2,Rel-19,R1-2410342,
9.9.1,Release 19,R1-2406966,
9.5.2,2024,R1-2403390,
9.2.2,Rel-19,R1-2410755,
9.11.4,Rel19,R1-2409848,
7,Rel-17,R1-2407264,
NR_NTN_solutions-Core,Rel-17,R1-2405643,
9.3.2,Rel-18,R1-2404773,
9.11.1,R19,R1-2400602,
9.4.2.3,Release 19,R1-2403967,
9.5.3,Rel-19,R1-2404809,
9.10.1,Rel-19,R1-2405083,
9.2,Rel-18/Rel-19,R1-2407585,
9.1.3.1,Rel-18,R1-2403975,
9.4.2.4,Rel-19,R1-2402951,
8.3,Rel-18,R1-2400310,
9.6.2,Release 18,R1-2404967,
9.1.1,Rel-19,R1-2400263,
9.6.3,NR,R1-2406883,
9.1.2,Release 19,R1-2406638,
8.1.2.1,Rel-18,R1-2403295,
9.5.3,Rel-19 NES,R1-2401856,
9.8,Rel-19,R1-2405698,
9.2.2,Rel-19,R1-2400624,
9.11.4,Release 18,R1-2401373,
9.4.1.1,Release 18,R1-2408987,
5,Rel-18,R1-2404649,
9.1.1,Rel-19,R1-2401055,
9.4.2.3,Rel-19,R1-2405854,
,Rel-18,R1-2406989,
9.1.3.3,Rel-19,R1-2400758,
5,Rel-19,R1-2405971,
9.8.1,Rel-19,R1-2410213,
8.11,Rel-18,R1-2401696,
9.7.2,Release 19,R1-2404926,
9.2.4,Rel-19,R1-2402070,
7.1,3GPP Release 17 and beyond,R1-2401793,
9.5.1,19,R1-2410228,
9.4.2.1,Rel-19,R1-2402107,
8.1,Rel-18,R1-2409052,
9.6.3,Rel-19,R1-2404440,
9.4.1.1,Rel-19,R1-2409895,
8.1,5G,R1-2404994,
9.1.3.1,Rel-19,R1-2400264,
9.1.2.1,Rel-17,R1-2401603,
5,Rel-18,R1-2404981,
9.13,Rel-19,R1-2409542,
5,Release 18,R1-2402697,
9.5.2,Rel-18/Rel-19,R1-2405247,
9.1.1,Rel-19,R1-2408221,
8.5.2,Rel-18,R1-2402007,
9.5.2,Rel-19,R1-2406410,
7.1,,R1-2400389,
9.11.2,Release 18 and 19,R1-2407585,
9.6.2,Rel-18,R1-2406735,
9.11.2,,R1-2407050,
9.4.2.3,Rel-19,R1-2402044,
9.4.2.1,Rel-19,R1-2402969,
9.3.3,Release 18/19,R1-2405942,
8.1,Rel-18,R1-2407842,
7,Rel-17,R1-2405467,
9.7.2,3GPP Release 18,R1-2410370,
9.6.2,,R1-2406662,
9.8.2,Rel-18/Rel-19,R1-2407585,
8.5.1,Rel-18,R1-2402313,
7,17,R1-2405552,
9.2.1,Rel-19,R1-2407075,
9.1.3.3,Rel-19,R1-2406542,
8.1,Rel-18,R1-2402211,
5,Rel-18,R1-2404011,
9.1.4.2,R19,R1-2408010,
9.6.1,Rel-19,RAN1#119-Schedule,
8.4,Rel-18,R1-2402606,
5,Rel-18,R1-2402033,
9.2.4,Release 17,R1-117-9.2.4,
9.2.1,Release 19,R1-2404746,
9.7.1,Rel-19,R1-2406382,
9.3.2,Release 18,R1-2403437,
9.4.1.2,Rel-19,R1-2407032,
1,Rel-18/Rel-19,R1-2409341,
9.2.4,Rel-19,R1-2410534,
9.4.2.4,Rel-19,R1-2405729,
7,Rel-17 MIMO,R1-2410120,
8.1,Rel-18,R1-2407474,
Obj.1,Rel-19,R1-2410541,
8.5.1,Rel-18,R1-2403298,
9.11.1,Rel-18,R1-2400355,
9.1.2,Release 18,R1-2401154,
9.4.2.2,Rel-19,R1-2406456,
8.1,Rel-18,R1-2410612,
9.6.3,Release 18,R1-2402116,
FG41-1-7b,Release 18,R1-2410450,
9.4.2.1,Release 18,R1-2406654,
9.4.2.1,Rel-19,R1-2409070,
9.1.2,Release 19,R1-2403930,
9.1.3.1,Rel-18,R1-2405759,
9.4.2.1,Release 19,R1-2408787,
7,Rel-18/19,RAN1#119 Chair's Notes,
9.8.2,Release 18,R1-2402619,
9.6.2,Release 18,R1-2401983,
9.2.3,Rel-19,R1-2406312,
9.1.3.3,Rel-19,R1-2407303,
9.2.5.2,Rel-18,R1-2404718,
9.6.1,3GPP Release 18,R1-2407492,
9.7.1,Release 18,R1-2408419,
9.1.4.1,Release 19,R1-2408079,
9.4.1.2,Release 19,R1-2404178,
4,Rel-19,R1-2409340,
Issue 1-10,Release 18,R4-2403494,
9.12.1,Rel-19,R1-2410536,
9.5.3,Release 19,R1-2406023,
9.4.2.2,Rel-19,R1-2407202,
9.1.2,Rel-17,R1-2400128,
8.2,Rel-18,R1-2402212,
9.4.1.2,3GPP Release 19,R1-2408671,
8.1,Rel-18,R1-2404052,
9.10.1,Rel-19,R1-2404566,
NR_NTN_solutions-Core,Rel-17,R1-2404238,
9.1.3.3,Rel-19,R1-2402234,
9.5.1,Rel-19,R1-2409108,
9.4.1.2,Rel-19 A-IoT Study,R1-2404116,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405204,
9.4.2.2,Rel-19,R1-2410060,
9.4.2.1,Rel-19,R1-2408941,
9.1.3.3,Rel-19,R1-2402653,
9.2.1,Rel-19,R1-2400104,
9.11.2,Release 18/19,R1-2404042,
9.11.1,Rel-18,R1-2410567,
9.6.2,Rel-19,R1-2410420,
9.2.1,Rel-19,R1-2401008,
9.1.3.1,Rel.19,R1-2404744,
8.1.5,Rel-18,R1-2403670,
9.1.3.2,Release 19,R1-2403381,
9.8.1,Release 19,R1-2406858,
7,Rel-17,R1-2403533,
7,Release 15,R1-24xxxxx,
9.6.3,Rel-18,R1-2400304,
10.1,Rel-18,R1-2409331,
8.1,Rel-18,R1-2403417,
9.5.3,Release 19,R1-2404295,
9.5.1,August 2024,R1-2406732,
9.7.2,Release 19,R1-2406484,
9.5.1,Rel-19,R1-2404506,
9.1.3,Rel-18,R1-2409927,
7,Rel-17,R1-2408085,
9.2.1,Release 18,R1-2405148,
9.1.3.3,Rel-19,R1-2406590,
9.1.1,,R1-2410193,
9.4.2.2,Rel-19,R1-2409026,
9.8.2,Release 18,R1-2407292,
8.2,Release 18,R1-2402358,
9.4.2.2,Rel-19,R1-2410391,
9.11.2,Rel-19,R1-2404533,
9.6.2,Rel-18,R1-2408218,
9.4.1.1,Rel-19,R1-2403515,
9.3.3,Rel-19,R1-2402880,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405861,
9.7.1,Rel-19,R1-2410400,
CR0132,Rel-17,R1-2405769,
9.1.2,Rel-19,R1-2402317,
9.5.1,Rel-19,R1-2403200,
9.8.2,Rel-18/19,RAN1#118bis,
9.11.3,Rel-19,R1-2410413,
9.5.1,NR Rel-19,R1-2400176,
9.5.3,R19,R1-2407409,
8.1,18,R1-2402501,
9.6.1,Release 19,R1-2403203,
9.3.1,Release 19,R1-2400775,
9.3.3,Rel-19,R1-2409540,
9.1.3.2,Release 19,R1-2405952,
9.4.2.1,Rel-19,R1-2407610,
9.7.1,Rel-19,R1-2400673,
9.7.2,5G-Advanced/6G,R1-2406000,
9.11.1,Rel-19,R1-2402343,
9.8,Rel-19,R1-2410847,
9.10.1,R19,R1-2400615,
9.1.2,Rel-19,R1-2402764,
9.4.1.2,,R1-2404501,
9.5.2,Release 19,R1-2400807,
9.11.4,,R1-2409729,
9.2.2,Rel-19,R1-2407003,
8.1,Rel-18,R1-2405948,
9.4.2.2,Rel-19,R1-2409244,
9.3.1,Rel-19,R1-2404398,
9.1.2,Rel-19,R1-2400169,
9.2.3,Rel-19,R1-2407855,
,Rel-18,R1-2405482,
5,Rel-19,R1-2410326,
9.5.1,Release 19,R1-2402536,
9.1.2.1,Rel-17,R1-2401771,
9.1.4.1,Release 19,R1-2409398,
5,Rel-18,R1-2410605,
2,Rel-18/19,RAN1#119 Chair's Notes,
9.1.3.1,Rel-18/19,R1-2400395,
9.6.3,Rel-19,R1-2410804,
9.7.2,Rel-19,R1-2408515,
9.2.2,Rel-19,R1-2405365,
4.5,Rel-18,R1-2410375,
9.6.3,Release 19,R1-2401025,
8.4,Rel-18,R1-2403792,
7,Rel-17 NR-NTN,R1-2409707,
9.12.1,Rel-19,R1-2408492,
8.1,Rel-18,R1-2405694,
9.5.1,Rel-18/Rel-19,R1-2407585,
9.5.1,Rel-18,R1-2401985,
9.3.1,Release 19,R1-2409763,
9.6.1,Release 19,R1-2403864,
9.2.3,Rel-19,R1-2404589,
8.12.2,Rel-18,R1-2400082,
7,Rel-15/16,R1-2403784,
8.1,Rel-18,R1-2400762,
9.6.3,3GPP,R1-2400475,
9.2.4,Rel-19,R1-2400730,
9.8.1,Rel-19,R1-2405339,
8.8,Release 18,R1-2400293,
8.2.1,Rel-18,R1-2405611,
9.11.1,Rel-18,R1-2405257,
NR_pos_enh2,Rel-18,R1-2402415,
8.4,Rel-18,R1-2403654,
9.5.2,Rel-19,R1-2409414,
9.9,Rel-19,R1-2409340,
9.6.2,Rel-19,R1-2404665,
9.4.1.1,Rel-19,R1-2406771,
9.2.3,Rel-19,R1-2400206,
9.2.2,Rel-19,R1-2405904,
8.1,Rel-18,R1-2407227,
,Rel-18,R1-2403356,
9.7.2,Rel-19,R1-2401494,
9.3.1,Rel-19,R1-2408551,
5,Rel18,R1-2405130,
9.6.3,Rel-18,R1-2409522,
9.4.2.1,Rel-19,R1-2410001,
5,Rel-18,R1-2408769,
7,Unknown,R1-2403359,
9.1.3.1,Rel-19,R1-2402505,
9.1.3,Rel-19,R1-2409145,
7.1,Rel-17,R1-2401409,
9.4.2.4,Rel-19,R1-2407672,
9.6.1,Release 19,R1-2400670,
9.11.5,3GPP Release unspecified,R1-2408078,
7,Rel-15/16/17,R1-2404226,
9.4.2.2,3GPP Release 19,R1-2400305,
9.7.1,May 2024,R1-2404875,
5,,R1-2402731,
9.1.4.2,Rel-19,R1-2408751,
9.2.4,Rel-19,R1-2402499,
9.4.1.2,Rel-19,R1-2407276,
8.3,Rel-18/19,R1-2400000,
9.4.2.3,Rel-19,R1-2400117,
9.4.2.2,Rel-19,R1-2407971,
Q1,Rel-17,R1-2409174,
6.1.4.1,Rel-18,R1-2403761,
9.8.2,Rel-19,R1-2406140,
9.7.1,Rel-19,R1-2401178,
9.7.2,2024,R1-2410136,
9.1.3,Rel-19,R1-2408080,
9.4.2.4,Rel-19,R1-2409238,
9.2.4,Rel-19,R1-2409380,
9.8.2,Rel-19,R1-2402481,
7.1,Release 18,R1-2401285,
9.11.5,Rel19,R1-2408347,
9.5.1,Rel-19,R1-2409641,
9.7.1,3GPP,R1-2407980,
9.6.1,Release 19,R1-2404035,
9.1.1,Rel-19,R1-2404137,
9.4.2.1,Release 19,R1-2406934,
9.5.3,Rel-19 NES,R1-2400601,
9.1.3.1,Rel-18,R1-2404234,
9.4.2.1,,R1-2402720,
9.11.4,Release 19,R1-2401032,
9.4.2.2,3GPP Release 19,R1-2406655,
5.2.2.5,16,R1-2400951,
,Rel-19,S2-2403733,
9.8.2,3GPP Release 18,R1-2408156,
9.7.2,Rel-19,R1-2403715,
9.11.2,R19,R1-2403259,
9.6.1,3GPP Release 19+,R1-2410884,
7,Rel-17,R1-2405639,
9.2.4,Rel-19,R1-2408369,
CR 0623 rev,Rel-17,R1-2407535,
9.3.2,Release 18,R1-2400803,
P9,Rel-18,R1-2402062,
4.5.4,Rel-18,R1-2406336,
9.10.1,NR Phase 3,R1-2406358,
9.11.4,Rel-19,R1-2408666,
9.3,Rel-18/19,R1-2409340,
,Rel-16,38.214 CR 0524,
8.1,3GPP Release 18,R1-2409054,
8.1,Rel-18,R1-2406983,
9.3.3,Release 18,R1-2407062,
8.1,Rel-18,R1-2409049,
8.3,Rel-18,R1-2402932,
9.5.3,Release 19,R1-2409688,
9.5.3,Rel-19,R1-2408819,
8,Release 18,R1-2401927,
9.11.3,Rel-19,R1-2408505,
9.3.3,Evolution of NR Duplex Operation,R1-2403044,
9.1.2,Release 18,R1-2404347,
9.4.2.1,3GPP TSG RAN WG1 #117,R1-2404429,
9.4.1.2,unknown,R1-2404428,
9.12.1,Rel-19,R1-2410729,
9.5.3,Release 19,R1-2406411,
9.5.2,Rel-19,R1-2409773,
9.11.2,Rel-18/19,R1-2406898,
9.5,Rel-19,R1-2403272,
8.1,Rel-18,R1-2409034,
9.3.2,Rel-19,R1-2407902,
8.5,Rel-18,R1-2400707,
9.1.3.1,Rel-19,R1-2401036,
9.3.2,Release 18 and 19,R1-2407585,
9.5.3,R19,R1-2410784,
9.2.4,Rel-19,R1-2404771,
9,Rel-18,R1-2405620,
9.1.1,Rel-19,R1-2403569,
9.7.2,Rel-18,R1-2408810,
9.8.2,Rel-19,R1-2408660,
9.4.2.2,Rel-19,R1-2404596,
9.1.1,Rel-19,R1-2409855,
9.4.2.1,Release 19,R1-2403246,
9.4.2.4,Rel-19,R1-2404182,
9.11.3,Release 19,R1-2410528,
9.6.2,R19,R1-2400254,
9.2.1,Rel-19,R1-2408562,
9.4.1.1,Release 19,R1-2404888,
9.11.4,Rel-19,R1-2405178,
9.5.2,Rel-19,R1-2400821,
8.12.3,Rel-18,R1-2400139,
5,3GPP TSG-RAN WG1 Meeting #119,R1-2409433,
9.11.2,Rel-19,R1-2408238,
9.4.2.4,Rel-19,R1-2405438,
9.1.2,Rel-19,R1-2406711,
9.1.3.2,Rel-19,R1-2404654,
9.2.3,Rel-19,R1-2410317,
9.1.2,Rel-19,R1-2400101,
9.7.1,3GPP,R1-2403206,
9.6.2,Rel-19,R1-2409424,
9.3.3,NR Rel-19,R1-2401635,
9.4.2.2,Rel-19,R1-2404891,
9.5.1,Rel-19,R1-2406758,
9.7.1,Study on Integrated Sensing and Communication (ISAC),R1-2406298,
9.6.1,Unknown,RAN1#119-Schedule,
9,Rel-18,R1-2404954,
9.1.3.1,Rel-19,R1-2406307,
9.11.2,Rel-19,R1-2403004,
8.1,Rel-18,R1-2401672,
9.3.1,Rel-19,R1-2408907,
,Rel-17,R1-2400869,
7,Rel-16,R1-2409085,
9.1.1,Rel-18,R1-2404384,
9.11.4,Rel-19,R1-2410763,
5.1,Rel-16,R1-2406328,
5.2.2.5,Rel-17,R1-2401859,
9.4.1.2,3GPP,R1-2405077,
9.3.2,Rel-19,R1-2404733,
9.10.1,Rel-19,R1-2401457,
NR_SL_enh2-Core,Rel-18,R1-2405750,
9.2.2,Rel-19,R1-2405340,
9.2.2,Rel-19,R1-2403901,
9.9.1,Rel-19,R1-2406458,
9.1.4.1,Rel-19,R1-2404932,
R19 AI/ML,Release 19,RAN1#118bis_Schedule,
9.1.3,Release 19,R1-2408546,
9.6.1,3GPP Release 18,R1-2406222,
9.1.4.1,Rel-18,R1-2405197,
9.2.1,Rel-19,R1-2400959,
9.2.1,Rel-18,R1-2405870,
8.1,18,R1-2404258,
5,Rel-19,R1-2404142,
7,Rel-18,R1-2408178,
9.5.2,NR Rel-19,R1-2410442,
9.1.4.1,Rel-18,R1-2403688,
5,Rel-19,R1-2409340,
9.4.2.1,Rel-19,R1-2404502,
9.1.3.2,Rel-19,R1-2401037,
9.1.3.3,Release 19,R1-2402027,
9.11.1,Rel-19,R1-2400132,
9.11.1,R19,R1-2410405,
9.6.3,Rel-19,R1-2408282,
9.5.3,R19,R1-2404185,
5,Rel-18,R1-2400985,
9.5.3,Rel-19,R1-2410396,
FS_AIML_CN,Rel-19,R1-2403988,
9.2.4,Rel-18,R1-2401050,
9.10.1,Release 19,R1-2402342,
9.11.1,Release 18,R1-2406572,
R19 MCE,Release 19,RAN1#118bis_Schedule,
9.2.4,Rel-19,R1-2406701,
8.1,3GPP Release 18,R1-2410812,
NR_XR_Ph3-Core,Rel-19,R1-2405736,
8.11,Rel-18,R1-2401670,
9.3.3,Rel-18,R1-2407677,
9.3.1,3GPP Release 18,R1-2408879,
9.4.1.2,,R1-2406404,
9.2.4,Rel-19,R1-2408781,
5,Rel-18,R1-2403353,
9.5.3,Release 19,R1-2404626,
9.2.3,Rel-18,R1-2404338,
9.4.2.3,Rel-19,R1-2408050,
9.5.2,Rel-19,R1-2410679,
9.3.2,Release 18,R1-2404058,
9.10.1,Rel-19,R1-2401315,
9.1.1,Rel-19,R1-2400766,
9.3.1,Release 18,R1-2407807,
9.8,Release 19,R1-2410631,
9.11.1,NR Phase 3,R1-2401079,
9.5.2,Rel-19,R1-2408343,
9.4.2.4,Rel-19,R1-2404778,
9.1.3.2,Rel-19,R1-2400464,
9.3.1,Rel-19,R1-2400660,
9.6.1,Rel-19,R1-2403751,
9.11.1,NR Phase 3,R1-2405226,
8.2,2024,R1-2400786,
9.8.1,R19,RAN1#119 Offline Session Schedule,
9.3.3,Rel-19,R1-2409510,
9.2.4,Rel-18/19,R1-2407856,
9.4.2.2,Rel-19,R1-2404180,
8.3,Rel-18,R1-2402213,
2,Rel-19,R1-2409340,
9.4.2.3,Release 18,R1-2404576,
9.5.1,Release 18,R1-2408121,
9.4.1.2,Release 18,R1-2400926,
6,Release 19,R1-2409340,
9.2.2,Rel-19,RAN1_Meeting_Notes,
9.3.3,Rel-19,R1-2403936,
9.8.2,Release 19,R1-2402602,
9.6.3,Rel-19,R1-2409951,
8.3,Rel-18,R1-2403781,
9.5.2,Rel-19,R1-2410484,
9.5.1,Rel-19,R1-2409110,
8.1,Release 18,R1-2405525,
9.10.1,NR Phase 3,R1-2402371,
8.1,Rel-18,R1-2403928,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407337,
9.1.1,Rel-19,R1-2410018,
NR_pos_enh2-Core,Rel-18,R1-2407240,
7.1,3GPP Release 18,R1-2400577,
9.2.4,Rel-19,R1-2406803,
9.1.4.1,Rel-18,R2-2403810,
9.7.1,Rel-18/19,R1-2405009,
9.8.1,Rel-19,R1-2410236,
9.8.1,2024,R1-2402613,
8.4,Rel-18,R1-2403085,
5.1,Rel-16,R1-2408982,
,Rel-18,R1-2405734,
NR_MIMO_evo_DL_UL-Core,Rel-8,R1-2405949,
8.12.1,Rel-18,R1-2400277,
NR_SL_enh2-Core,Rel-18,R1-2403793,
5,Rel-19,R1-2403990,
8.8,Rel-18,R1-2401589,
5,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
9.12.1,Rel-19,R1-2409716,
9.5.3,Rel-19,R1-2404860,
9.11.1,Rel-19,R1-2403403,
9.2.2,Rel-19,R1-2403188,
8.2,Rel-18,R1-2400638,
9.6.2,NR Rel-19,R1-2402115,
9.6.1,Rel-19,R1-2402952,
5,,R1-2404143,
8.4,Rel-18,R1-2403221,
8.8,Rel-18,R1-2401323,
Obj.1,Release 19,R1-2410078,
9.4.2.3,Rel-19,R1-2402797,
9.1.3.2,Release 19,R1-2406272,
9.1.4.2,R19,R1-2408456,
9.7.1,Rel-19,R1-2404651,
8.4,Rel-18,R1-2400588,
7,3GPP Release unspecified,R1-240xxxx,
9.7.1,3GPP Release 18,R1-2410626,
9.1.4.2,Rel-19,R1-2410022,
9.5.3,R19,R1-2405631,
9.1,Rel-18,R1-2401935,
9.2.4,Rel19,R1-2402841,
8.1,Rel-18,R1-2401577,
9.2.4,Rel-19,R1-2401439,
9.1.1,Release 18,R1-2404165,
9.3.2,Rel-19,R1-2402747,
9.5.1,Release 18,R1-2408326,
9.5.2,Rel-19,R1-2401292,
9.4.2.4,Rel-19,R1-2410927,
9.6.2,Rel-18,R1-2400496,
8.1.4A,Rel-17,R1-2401736,
NR_FeMIMO-Core,Rel-18,R1-2405515,
7,Rel-15,R1-2405534,
9.1,3GPP Release 18/19,R1-2407520,
9.6.2,,R1-2406763,
9.2.2,Rel-19,R1-2403603,
8.3,Rel-18,R1-2402359,
RAN1#115,Rel-18,R1-2404231,
9.6.1,Release 19,RAN1#118bis_Schedule,
9.4.2.1,Rel-18,R1-2404592,
9.5.1,Rel-19,R1-2404807,
8,Rel-18,R1-2401926,
9.2.3,Rel-19,R1-2402793,
9.3.1,Rel-19,R1-2404772,
,Rel-18,R1-2405608,
9.1.1,Rel-19,R1-2404701,
9.2.4,Rel-18,R1-2408167,
9.1.3.3,Rel-19,R1-2402631,
9.4.2.1,Rel-19,R1-2400089,
9.5.3,Rel-19,R1-2403125,
9.7.2,Release 19,R1-2402341,
NR_pos_enh2-Core,Rel-18,R1-2409915,
8.12.1,Rel-18,R1-2400453,
9.2.3,Rel-19,R1-2407004,
9.7.1,Rel-19,R1-2400256,
9.11.4,Rel-19,R1-2402590,
8.2,Rel-18,R1-2403548,
9.2.4,Rel-19,R1-2404452,
9.1.4.2,Rel-19,R1-2410196,
9.4.2.2,Rel-19,R1-2408251,
9.6.2,3GPP,R1-2408345,
9,Rel-18,R1-2404946,
9.5.2,R19,R1-2404859,
9.3.1,Rel-19,R1-2404516,
9.3.3,Rel-19,R1-2400828,
9.1.4.1,Rel-19,R1-2409743,
8.1,Rel-18,R1-2405024,
9.8.2,Release 18,R1-2410214,
9.3.1,Rel-19,R1-2410410,
9.4.1.2,Release 19,R1-2406693,
9.1.3,Rel-19,R1-2408924,
8.4,Rel-18,R1-2401935,
9.3.3,Release 19,R1-2401442,
9.11.1,Rel-19,R1-2404916,
2,Release 19,RAN1#118bis Schedule,
9.3.2,18,R1-2406703,
7,Rel-18,R1-2409299,
9.6.1,Rel-18,R1-2405996,
,Rel-17,R1-2407838,
9.4.1.1,Rel-19,R1-2410658,
8.2,Rel-19,R1-2409340,
8.11,Rel-18,R1-2401098,
5,Rel-18,R1-2407942,
9.2.1,Rel-19,R1-2401007,
9.4.2.3,Rel-19,R1-2402586,
9.11.4,Release 19,R1-2402937,
9.4.1.2,Rel-18,R1-2401275,
5,Release 19,R1-2409495,
9.2.2,Rel-19,R1-2406311,
9.11.3,Release 19,R19 NTN,
,Rel-18,R4-2410600,
9.4.2.3,Rel-19,R1-2406143,
9.2.4,Rel-19,R1-2400431,
9.1.1,Rel-18/19,R1-2409395,
7,Rel-15,R1-2409624,
9.2.2,Rel-19,R1-2406280,
9.6.2,Release 18,R1-2402907,
UNSPECIFIED,Rel-18,R1-2401823,
9.5.2,Rel-19,RAN1#119-Schedule,
9.3.2,Rel-19,R1-2408531,
9.8.1,Rel-19,R1-2403280,
9.1.1,Rel-19,R1-2402094,
9.6.3,Rel-19,R1-2408322,
8.1,Rel-18,R1-2404373,
9.11.2,Rel-19,R1-2410807,
9.11.1,Release 18,R1-2404194,
9.1.4.1,Release 19,R1-2409450,
21,Rel-18,R1-2404259,
7,Pre-Rel-18,R1-2407471,
6,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
RAN2#125bis-9,Rel-18,CR-Form-v12.3,
7,Rel-17,R1-2407483,
9.7.1,Rel-19,R1-2400155,
7,Rel-17,R1-2408954,
45-1,Rel-18,R2-2404014,
9.6.1,Release 18+,R1-2410419,
7,Rel-18,R1-2406327,
8.1,R18,R1-2408507,
9.1.1,Rel-18,R1-2407728,
9.6.1,3GPP Release 18,R1-2403126,
9.4.1.2,Release 19,R1-2405043,
7,Rel-17,R1-2410603,
9.6.3,Release 18,R1-2406424,
9.5.3,Release 19,R1-2407100,
8.5,R18,R1-2400142,
9.1.4.2,Rel-19,R1-2409856,
9.4.2.1,3GPP Release unspecified,R1-2401183,
9.1.3.3,Rel-19,R1-2405503,
,Rel-18,R1-2406790,
8.1,Rel-18,R1-2408184,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405295,
9.1.4,Rel-18/Rel-19,R1-2407585,
NR_NTN_Ph3-Core,Release 19,R1-2405972,
9.10.1,Rel-18,R1-2402482,
9.6.1,Release 19,R1-2400123,
9.5.1,Rel-19,R1-2405498,
,Rel-18,38.214,
8.1,Rel-18,R1-2407623,
9.2.4,Release 19,R1-2406086,
9.4.2.4,Rel-19,R1-2405160,
9.5.2,Rel-19,R1-2408474,
9.3.3,Release 18,R1-2406369,
9.11.2,Rel-19,R1-2400133,
9.2.2,Rel-19,R1-2405876,
9.4.2.3,Rel-19,R1-2401401,
9.5.1,Rel-19,R1-2405246,
9.4.1.1,NR,R1-2405818,
9.4.2.4,Rel-19,R1-2400491,
9.4.2.2,Release 19,R1-2406453,
9.9.1,R19,R1-2409909,
9.4.1.2,Rel-19,R1-2401835,
9.11.1,Rel-19,R1-2410495,
9.5.3,Release 19,R1-2409470,
9.4.2.4,Release 19,R1-2402972,
9.11.2,Rel-19,R1-2409651,
RAN4#110,Rel-18,R4-2406500,
9.11.3,Rel-19,R1-2408580,
9.6.1,3GPP Release 18,R1-2406412,
Rel-17 New RAT,Pre-Rel-18 NR maintenance,R1-24xxxxx,
9.1.3.1,Rel-19,R1-2402788,
9.11.1,Release 19,R1-2402372,
NR_MBS_enh-Core,Rel-18,R1-2407804,
9.2.4,Rel-19,R1-2400052,
9.1.3.2,Release 19,R1-2401563,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407530,
8.1,Rel-18,R1-2407404,
7,Release 19,RAN1#118bis Schedule,
9.3.2,Rel-19,R1-2402240,
9.4.2.2,Rel-19,R1-2407611,
9.2.3,Rel-19,R1-2402083,
9.5.3,Rel-19,R1-2406660,
9.6.3,Rel-18,R1-2408656,
9.7.2,Release 19,R1-2403143,
116bis,Rel-18,R1-2403809,
9.6.2,Rel-18,R1-2407914,
NR_MBS_enh-Core,Rel-18,R1-2400313,
9.7.2,Release 19,R1-2410448,
9.4.1.2,Rel-19,R1-2410712,
9.5.1,Rel-19,R1-2404332,
9.2.2,Rel-19,R1-231xxxx,
9.5.1,Rel-19,R1-2410004,
9.4.2.1,Rel-19,R1-2401308,
9.4.2.2,Rel-19,R1-2406071,
9.3.3,Rel-19,R1-2403513,
9.11.2,3GPP Release 18,R1-2403030,
9.1.3.3,Release 19,R1-2401006,
9.1.2,Release 19,R1-2403458,
9.1.3,Rel-19,R1-2408688,
NR_NTN_solutions-Core,Rel-17,CR-Form-v12.2,
9.3.2,Release 19,R1-2408462,
8.5,Rel-18,R1-2400646,
9.6.2,3GPP Release 18,R1-2405052,
6.2.1.4.2,Rel-18,R1-2410455,
9.7.2,Release 18,R1-2402915,
9.8.1,3GPP Release 18,R1-2407252,
9.6.1,3GPP Release 19,R1-2409644,
NR_Mob_enh2-Core,Rel-18,R1-2402822,
9.2.3,Rel-19,R1-2404613,
9.4.2.4,Release 18,R1-2406843,
9.11.2,Rel-19,R1-2406131,
9.11.3,Release 18,R1-2403082,
9.10.1,Release 19,R1-2406201,
9.1.3,Rel-19,R1-2408430,
8.2.1,Rel-18,R1-2404484,
9.4.2.3,Release 19,R1-2408149,
7,Rel-17,R1-2410121,
7,R17/R18,R1-2408709,
9.7.2,5G-Advanced/6G,R1-2402578,
9.1.3.3,Rel-19,R1-2406503,
9.5.2,Rel-19,R1-2408792,
9.2.2,Rel-19,R1-2409674,
9.7,Rel-18/19,R1-2407585,
9.4.2,Rel-19,R1-2407513,
6,Rel-18/Rel-19,R1-2409341,
8.2,Release 18,R1-2403564,
9.12,Release 18 and 19,R1-2407585,
