agenda_id,doc_id,page_range
CR-0589,R1-2405734,
9,R1-2401875,
8.5.2,R1-2402164,Entire document
8.1,R1-2400679,
9.1.2,R1-2402913,
9.5.1,R1-2406732,Entire document
8.3,R1-2400219,Entire document
9.2.3,R1-2400206,
8.1,R1-2410792,Entire Document
9.6.1,R1-2404760,1-5
8.5.2,R1-2402452,
7,R1-2410800,Entire document
9.7.1,R1-2408240,1-4
9.4.2.1,R1-2407734,Entire document
9.1.3.1,R1-2403975,1/12
9.6.1,R1-2400444,1-8
8.1,R1-2406627,
9.5.3,R1-2410485,Entire document
9.1.4.2,R1-2409170,
9.11.2,R1-2404736,
9.4.2.3,R1-2403786,entire document
8.9,R1-2401790,
9.1.3,R1-2410259,
8.1,R1-2409666,
6.2.1.4.1,R1-2407241,
9.4.2.3,R1-2404291,
9.3.3,R1-2404025,Entire document
R1-2407465,R1-2407465,
9.11.1,R1-2408949,
9.6.2,R1-2403375,
9.1.3,R1-2409236,
9.1.2,RAN1#118bis,
,R1-2401826,
9.1.2,R1-2400419,
9.2.2,R1-2410436,Entire document
9.4.1.1,R1-2407560,
8.12.1,R1-2400081,
9.6.2,R1-2409240,
9.1.2,R1-2402492,
9.7.2,R1-240,Full document
9.2.1,R1-2408317,
9.4.2.4,R1-2400202,1-5
9.1.1,R1-2402649,Entire document
9.1.1,R1-2407892,
9.2.2,R1-2407774,
7.1,R1-2402172,
9.1.4.1,R1-2406401,
9.1.4.2,R1-2408292,
9.7.2,R1-2402290,
9.3.2,R1-2407808,entire document
9.3.1,R1-2403369,
8.12.2,R1-2400639,
9.4.1.1,R1-2405076,1-3
1-4-2-1,R1-2409208,
9.3.3,R1-2409939,
9.6.2,R1-2407585,
NR_pos_enh-Core,R1-2410865,
9.5.1,R1-2400566,
9.4.2.2,R1-2407818,
NR_NTN_enh-Core,R1-2408182,Entire document
9.11.1,R1-2409698,1-14
9.7.1,R1-2408761,
9.1.2,R1-2407989,
RAN1#118bis-Agenda,R1-2408184,
9.5.2,R1-2406227,
9.11.1,R1-2406359,1-9
9.2.4,R1-2402324,
8.12.2,R1-2401803,
9.7.2,R1-2403078,
,R1-2405652,
9.4.2.2,R1-2409683,Entire document
9.4.2.3,R1-2408114,1-12
9.8.2,R1-2408485,
FS_EnergySys,S2-2403444,
9.5.3,R1-2403777,
9.2.1,R1-2402079,1-3
7,R1-2405543,
8,R1-240xxxx,
9.7.2,R1-2408798,
9.3.1,R1-2404615,
9.11.3,R1-2402525,1-1
8.5.3,R1-2402647,
9.1.1,R1-2408608,
9.7.2,R1-2400448,
9.1.4.2,RAN1#119,
9.2.2,R1-2407144,2
9.2.3,R1-2407814,
9.3.1,R1-2408825,
9.11.5,R1-2408491,
9.4.1.1,R1-2407667,
KI-084,R1-2404545,1-2
9.4.2.4,R1-2403094,
9.3.2,R1-2409678,
NR_FR1_lessthan_5MHz_BW-Core,R1-2401818,1-3
9.5.3,R1-2410273,entire document
5.1.6.1,R1-2402448,Section 5.1.6.1
9.4.2.2,R1-2407670,
9.8,R1-24xxxxx,Full Document
9.2.2,R1-2405445,
9.4.2.1,R1-240xxxx,Full Document
NR_SL_enh2-Core,R1-2407527,
9.1.4.1,RAN1#118bis Schedule,
9.1,R1-2407585,Sections 9.1.1-9.1.4.2
NR_SmallData_INACTIVE-Core,R1-2407577,
9.3.3,R1-2406651,
9.1.1,R1-2407874,
7,R1-2410603,
9.11.2,R1-2407879,
5.2.2.5.1,R1-2402446,Clause 5.2.2.5.1
9.2.2,R1-2407003,
AI9.7.2,R1-2406251,
9.11.3,R1-2402773,
9.2.1,R1-2403690,
41-4-7,R1-2401959,
9.4.2.4,R1-2407710,
5,R1-2402503,
9.11.3,R1-2409019,Entire document
NR_2step_RACH-Core,R1-2406326,Clause 5.1.6.3
9.8.2,R1-2407073,
9.4.1.1,R1-2400885,
,R1-2407394,
8.1,R1-2409273,
,R1-2406151,
9.7.2,R1-2402852,Entire Document
MBS_enhancements,R1-2403923,
9.6.2,R1-2404411,Entire Document
9.1.3.1,R1-2404016,
NR_Mob_enh2,38.214 CR-02990,
9.1.4,R1-2407585,
9.2.2,R1-2400727,
9.11.1,R1-2409726,
9.8.1,R1-2405895,Entire document
9.2.4,R1-2410438,
9.1.2,R1-2400317,
9.2.4,R1-2410111,Entire Document
9.5.2,R1-2406968,
9.2.1,R1-2402063,
9.7.2,R1-2407652,
9.1.2,R1-2407105,
7,R1-2409148,
9.1.2,R1-2401544,
8.11,R1-2401706,
9.4.2.3,R1-2405991,
9.1.1,R1-2410149,Entire document
9.4.1.1,R1-2406579,Entire Document
8.1,R1-2401048,
9.4.2.2,R1-2407708,
NR_SL_enh2-Core,R1-2402438,
9.2.3,R1-2401578,Full document
8.1.2.1,R1-2402223,
9.7.2,R1-2409953,
9.3.3,R1-2402805,entire document
NR_SL_enh2-Core,R1-2403297,Entire Document
NR_MIMO_evo_DL_UL-Core,R1-2410876,
9.11.5,R1-2409654,
8.4,R1-2402311,
9.2.2,R1-2401649,Full document
9.2.2,R1-2409060,
21,R1-2402302,
6.1.4.1,R1-2403761,
9.1.3.3,R1-2401060,
9.3.2,R1-2410559,1-9
9.5.3,R1-2402727,
9.2.3,R1-2406833,
NR_duplex_evo-Core,R1-2410460,
9.2.4,R1-2406366,
9.3.1,R1-2409593,25
9.4.1.1,R1-2410637,Entire document
9.6.3,R1-2400255,Entire document
FG 33-3,R1-2401817,
5,R1-2406246,Full document
9.3.2,R1-2410544,
7.3.1.1.2,R1-2407391,1-5
FG41-1-7b,R1-2410450,
8.1,R1-2408813,
9.8.1,R1-2405339,
9.4.2.4,R1-2403883,
8.1,R1-2407226,
9.4.2.1,R1-2404890,Entire document
7.1,R1-2401556,
9.1.3.3,R1-2402801,
9.2.5.2,R1-2405713,
,R1-2402862,
9.8.1,R1-2409778,
9.3.3,R1-2401219,
8.12.6,R1-2401364,
7.3.1,R1-2407259,
9.1.3.2,R1-2406272,Entire document
9.4.1.2,R1-2408646,
8.1,R1-2404258,1-3
9.5.2,R1-2405177,
9.11.2,R1-2405058,
9.5.1,R1-2409946,1-16
9.4.2.1,R1-2402859,1-4
,R1-2410836,
N/A,R1-2404855,Entire document
9.1.1,R1-2407585,
9.8.1,R1-2403280,
9.10.1,R1-2404470,
9.1.3.3,R1-2400547,
9.1.4.1,R1-2407436,
9.10.1,R1-2406948,2-12
NR_NTN_enh-Core,R2-2407887,
9.7.1,R1-2404038,
5,R1-2402743,
9.3.1,R1-2408328,Entire document
9.6.1,R1-2408280,
9.1.3.2,R1-2400511,
9.3.1,R1-2400643,
Obj 1,R1-2410917,1
NR_NTN_enh-Core,R1-2409277,Entire Document
8.1,R1-2402639,
9.1.1,R1-2406826,
9.5.2,R1-2407156,
8.12.2,R1-2400715,
8.1,R1-2405020,
8.4,R1-2400410,Entire document
9.2.2,R1-2407126,
Unknown,38.213 CR rev,
Not Specified,R1-2400016,
9.1.3.2,R1-2405033,1-4
8.4,R1-2402445,
8.8,R1-2400712,
9.5.1,R1-2409556,
7,R1-2407177,
9.7.1,R1-2405922,
7,R1-2405552,
9.3.2,R1-2406182,
9.5.3,R1-2406696,
9.6.1,R1-2402740,Entire document
NR_NTN_enh-Core,R1-2403739,Entire document
9.4.1.1,R1-2405987,
9.3.3,R1-2400559,
9.1.1,R1-2400914,entire document
8.11,R1-2401614,
7,R1-2402160,Entire document
6.3.1.1.2,R1-2401719,Table 6.3.1.1.2-6/6A
8.3,R1-2402527,
9.1.3,R1-2408105,
9.5.3,R1-2410076,1-6
9.4.2.4,R1-2407648,
9.6.1,R1-2407634,entire document
9.5.3,R1-2408501,
9.8.2,R1-2403992,
9.2.2,R1-2400554,
9.8.1,R1-2410236,
8.12.6,R1-2401620,
9.5.2,R1-2405341,
9.4.2.4,R1-2403249,
9.4.2.1,R1-2410702,1-42
8.1,R1-2403007,
8.3,R1-2403613,1-25
9.1.2,R1-2409500,
9.2.4,R1-2409380,
9.11.3,R1-2407206,1-30
9.4.2.1,R1-2403954,Full document
NR_SL_enh2-Core,R1-2402782,
8.12.6,R1-2400149,
9.5.2,R1-2404698,Entire document
9.6.2,R1-2410861,
Unknown,R1-2405328,Full document
9.1.2,R1-2404491,
9.4.2.4,R1-2402189,
9.3.1,R1-2400660,
9.2.1,R1-2410118,1-16
9.7.1,R1-2400953,
9.11.1,R1-2400871,
9.4.2.3,R1-2405991,Discussion & Conclusions
9.1.3.1,R1-2407339,
9.8.1,R1-2403442,
9.2.4,R1-2402462,Entire document
NR_NTN_enh-Core,R1-2407405,
9.4.2.3,R1-2407972,
9.1.2,R1-2410019,1-4
9.4.1.2,R1-2410711,1-15
9.5.3,R1-2406940,
9.4.2.2,R1-2405379,
9.11.1,R1-2408257,
9.1.3.3,R1-2400147,
9.7.2,R1-2404634,
9.5.2,R1-2409687,Entire document
NR_FeMIMO-Core,R1-2404251,
9.5.1,R1-2405070,Entire document
,R1-2403566,
NR_cov_enh-Core,R1-2401733,
8.12.6,R1-2400354,
9.3.2,R1-2402926,Entire document
9.2.3,R1-2408293,
9.5.3,R1-2401870,
9.7.1,R1-2408809,Entire document
,R1-2404051,
FG45-3a/4a,R1-2409045,
9.6.2,R1-2404299,Entire document
9.1.3.3,R1-2402557,1-6
9.5.2,R1-2401333,1-5
9.5.1,R1-2402541,1-5
9.6.1,R1-2403751,
7.1,R1-2400699,
,S5-242198,
9.2.3,R1-2406025,
8.5.1,R1-2402364,
5,R1-2403326,
9.5,R1-2409340,
9.6.1,R1-2405600,
9.4.1.1,R1-2409635,
9.4.1.1,R1-2406599,
9.13,R1-2410850,
9.6.1,R1-2405519,
NR_SmallData_INACTIVE-Core,R1-2405710,1-3
9.3.1,R1-2404935,1-12
8.1,R1-2406561,
9.4.2.4,R1-2409297,
9.11.4,R1-2408138,Entire document
9.8.1,R1-2408999,
NR_cov_enh2-Core,R1-2404381,1-3
9.9.1,R1-2407777,
9.1.1,R1-2408401,1-5
9.1.3,R1-2410818,1-28
9.9.1,R1-2406861,
9.3.2,R1-2408754,1-6
9.4.2.2,R1-2408788,Entire document
9.3.3,R1-2409634,Full document
9.1.4.1,R1-2405403,1-7
8.2,R1-2400582,
9.9.1,R1-2408508,1-10
9.9.1,R1-24103468,
9.4.1.2,R1-2404619,
9.4.1.1,R1-2407031,Entire document
9.2.4,R1-2401052,
N/A,R1-2405103,
9.11.4,R1-2402937,
9.6.1,R1-2410510,
9.8.1,R1-2403208,
NR_MIMO_Ph5,R1-2409656,Entire document
R1-2400482,R1-2400482,
NR_MC_enh-Core,R2-2401969,
9.11.3,R1-2405840,
8.2.2,R1-2406825,3/226 - 5/226
NR_FeMIMO-Core,R1-2405947,
9.4.1.1,R1-2407585,
9.9.1,R1-2409381,
9.4.2.4,R1-2409238,
9.6.1,R1-24xxxxx,Entire document
9.1.1,R1-2403051,
9.2.3,R1-2408338,
9.2.1,R1-2400938,
9.3.2,R1-2403470,1-78
9.4.2.3,R1-2406846,
7.3.1.1.4,R1-2405751,Table 7.3.1.1.4-1
9.1.4.2,R1-2409856,1-8
8.1,R1-241xxxx,
9.2.2,R1-2403485,1-16
9.9.1,R1-2406386,
9.5,RAN1#119 Chair's Notes,
6.2.1,R1-2408011,
9.5.1,R1-2410209,
16.2.3,R1-2402362,
9.11.3,R1-2404196,
9.7.2,R1-2409777,1-16
9.1.3.3,R1-2407303,Full document
9.1.3.1,R1-2403075,
9.9.1,R1-2406458,
9.11.3,R1-2405648,
9.1.2,R1-2407951,
9.4.1.1,R1-2409680,Entire Document
Rel-19_WI_SBFD,R1-2410325,
8.2.2,R1-2406919,
Agenda6,R1-2405780,
9.1.3.1,R1-2402651,
9.3.3,R1-2408595,
9.1.3.1,R1-2402454,
9.3.1,R1-2407631,Entire document
9.1.1,R1-2409780,
NR_pos_enh-Core,R1-2401750,Entire document
9.13,R1-2407811,Entire document
9.4.2.3,R1-2401974,
9.4.2.2,R1-2404118,Entire document
9.2.2,R1-2404109,
9.1,R1-2403662,Entire Document
9.4.1.1,R1-2402137,
9.8.2,R1-2410656,
9.2.3,R1-2404046,
8.12.5,R1-2401035,
9.1.3.3,R1-2402148,1-12
9.3.2,R1-2402169,
9.4.2.4,R1-2406013,all
9.4.1.2,R1-2400362,
9.4.2.2,R1-2402568,
9.6.2,R1-2409950,
9.4.2.1,R1-2405826,
8.5.2,R1-2402604,
9.3.3,R1-2409894,1-13
9.11.5,R1-2410083,
9.11.3,R1-2409020,
9.5.1,R1-2404462,Entire document
8.1,R1-2410791,
8.1,R1-2400406,
9.5.3,R1-2401334,
9.2.4,R1-2406748,
9.6.1,R1-2404296,Entire Document
8.1,R1-2405690,
9.4.2.1,R1-2401276,
9.5,R1-2407585,
9.2.2,R1-2405486,
9.10.1,R1-2408892,Entire document
9.7.2,R1-2410333,
9.6.2,R1-2408130,Entire document
9.3.2,R1-2401677,1-53
9.4.1.1,R1-2401156,Entire Document
9.7.2,R1-2404128,Page 1
8.1,R1-2407227,
9.3.2,R1-2406801,
8.1,R1-2400309,
Unknown,R1-2405762,1-13
9.4.2.3,R1-2401857,
N/A,R1-2408152,
9.4.2.2,R1-2408920,
9.4.2.1,R1-2408941,Entire Document
9.2.3,R1-2405882,
9.1.4.1,R1-2406782,
9.10.1,R1-2409863,
9.11.3,R1-2410009,1-9
5.2.2.5,R1-2401688,Entire document
IoT_NTN_enh-Core,R1-2407623,
9.2.2,R1-2404971,
9.4.1.2,R1-2402012,Entire document
9.5.3,R1-2400182,
9.4.2.4,R1-2402570,
9.2.2,R1-2403555,
7,R1-2405534,
9.2.1,R1-2404739,
9.1.3.1,R1-2400146,
9.8.1,R1-2402853,
9.4.2.1,R1-2407906,
NR_SL_enh2-Core,R1-2406217,
8.3,R1-2400989,
NR_feMIMO-Core,R1-2401720,
10.1,R1-2401875,
9.6.3,R1-2407716,
NR_SL_enh2-Core,R1-2403672,
IoT_NTN_enh,R1-2405568,
9.10.1,R1-2402371,Entire document
9.2.3,R1-2403848,Entire document
NR_NTN_solutions-Core,CR-Form-v12.3,Entire document
6.1,R1-2406329,
8.1,R1-2410598,
9.5.1,R1-2409109,1-30
8.3,R1-2403429,Entire document
9.2.4,R1-2407821,
9.11.1,R1-2400344,1-6
9.5.3,R1-2410158,
9.9.1,R1-2406668,
8.2,R1-240xxxx,
9.7.1,R1-2406792,
9.12.1,R1-2407585,
NR_MIMO_Ph5,R1-2404823,
9.6.2,R1-2409816,Entire document
9.7.2,R1-2408093,1-5
9.7.2,R1-2410448,
9.8.1,R1-2405169,
9.1.4.1,R1-2405563,
9.6.1,R1-2402610,
9.1.3.1,R1-2402629,
8.3,R1-2400374,
Agenda_6.4.1.4.1,R1-2407238,
9.2.2,R1-2408337,
9.6.1,R1-2408217,
9.11.1,R1-2407049,
8.1,38.213 CR (DRAFT),
8.12.5,R1-2400416,
9.6.2,R1-2408592,
8.1,R1-2407474,
NR_pos_enh2-Core,R1-2407396,
8.12.6,R1-2401142,
9.6.1,R1-2405051,
9.11.2,R1-2404472,1-11
9.2.2,R1-2406643,Full document
8.6,R1-2401500,Entire document
9.4.2.1,R1-2402107,
9.1.4.1,R1-2406221,
9.1.2,R1-2409028,
8.2,R1-2403612,Entire Document
NR_pos_enh2-Core,R1-2405601,
9.11.4,R1-2408719,
,R4-2321389,
7,R1-2402298,
9.1.2,R1-2400393,
9.1.1,R1-2406054,
NR_MIMO_evo_DL_UL-Core,R1-2407782,
9.11.2,R1-24XXXXX,Full document
9.1.4.2,R1-2410196,
9.2.2,R1-2407813,
8.1,R1-2402357,
NR_SL_enh2-Core,R1-2407371,
9.2.1,R1-2401243,
9.11.4,R1-2409309,Entire document
9.3.2,R1-2403905,
Antenna Switching SRS Discussion,R1-2404064,
9.8.1,R1-2407585,
9.5.3,R1-2406479,
9.4.1.1,R1-2402826,
7,R1-2402423,
9.1.4.1,R1-2402696,1-3
9.4.2.3,R1-2407908,
7,R1-2402426,Entire document
9.5.1,R1-2401291,
9.3.3,R1-2401251,
9.13,R1-2409094,
9.11.1,R1-2408426,
8.8,R1-2400413,
9.10.1,R1-2407801,
9.5.2,R1-2407996,
9.4.2.1,R1-2403020,1-7
NR_SL_enh2-Core,R1-2403579,
9.4.2.2,R1-2410060,
5,R1-2407942,
9.7.1,R1-2406959,
9.5.1,R1-2407792,Entire document
9.1.2,R1-2406354,1-14
9.3.3,R1-2408045,Entire Document
38.213 CR 0664,R1-2407450,1-3
9.4.2.2,R1-2405158,Entire document
9.6.1,R1-2403948,
9.1.4.1,R1-2409574,
8.5.1,R1-2402022,
9.2.1,R1-2409961,
8.1,R1-2405442,
9.11.1,R1-2410079,Entire document
9.5.3,RAN1#119-Schedule,
9.11.1,R1-2405925,1-5
9.2.4,R1-2410318,
9.4.1.1,R1-2407860,
9.4.1.2,R1-2403059,
9.1.2,R1-2402554,
9.5.1,R1-2402942,1-8
9.1.3.1,R1-2402368,
9.3.2,R1-2408566,1-5
5,R1-2400141,
9.4.2.1,R1-2405157,
9.9.1,R1-2406303,
9.8.1,R1-2404521,
9.2.1,R1-2404918,Entire document
9.5.2,R1-2401986,
NR_SL_enh2-Core,R1-2403586,
6.1.6,R1-2405228,1-3
9.3.3,R1-2406285,
9.11.2,R1-2402484,
9.1.1,R1-2403299,
9.4.1.2,R1-2408047,Entire document
9.1.3.2,R1-2402652,
9.6.1,R1-2410444,1-28
9.3.1,R1-2404591,Entire document
9.6.3,R1-2404854,
9.1.4.2,R1-2409744,
8.11,R1-2401668,
9.3.2,RAN1#118bis Schedule,
9.7.2,R1-2408862,1-5
9.11.1,R1-2409004,1/2
5.1.5,R1-2401089,Clause 5.1.5
9.1.2,R1-2403460,Full Document
5,R1-2407930,
NR_pos_enh2-Core,R1-2403536,
9.6.2,R1-2404297,1-10
9.3.3,R1-2402170,
7,R1-2405524,
9.8.2,R1-2408660,
9.2.1,R1-2408108,1-12
9.2.1,R1-2403187,
9.7.1,R1-2406298,Entire document
9.1.3.2,R1-2401242,
5,R1-2403364,
7.1,R1-2400946,
9.7.2,R1-2407092,
9.3.2,R1-2407966,
9.6.2,R1-2401631,
9.6.2,R1-2409457,
9.4.1.1,R1-2407134,
9.4.2.4,R1-2405047,2/9
9.2.2,R1-2402792,Entire document
7,R1-2408834,1/13
9.1.3.1,R1-2400165,Entire document
NR_pos_enh2,R1-2402415,1-2
NR_XR_Ph3-Core,R1-2405736,
9.7.1,R1-2406529,
9.11.1,R1-2406108,
9.2.1,R1-2409629,Entire document
9.10.1,R1-2400343,
9.11.3,R1-2409018,
9.2.3,R1-2402840,
8.1,R1-2407984,
9.4.2.3,R1-2407763,
8.1,R1-2406121,
9.1.2,R1-2404002,
9.10.1,R1-2410742,
9.11.3,R1-2402657,
8.4,R1-2403421,Entire document
IoT_NTN_Ph3-Core,R1-2409572,
HARQ-ACK-MUX-PUSCH,R1-2403401,
9.11.4,R1-2409848,
R1-2409383_Agenda,R1-2409383,
,R1-2406989,
9.5.3,R1-2406706,
7,R1-2409182,
N/A,R1-2406402,N/A
9.4.2.2,R1-2405381,
9.4.2.3,R1-2406429,
21,38.213,
9.2.1,R1-2404170,Entire document
,R2-2313951,
9.10.1,R1-2404040,
9.5.3,R1-2400903,entire document
9.2.3,R1-2402661,
9.2.1,R1-2404494,
9.5.2,R1-2410361,
9.1,R1-2410844,Entire document
9.4.2.2,R1-2402245,
9.1.1,R1-2409668,Full document
9.4.2.4,R1-2410773,
9.4.1.2,R1-2410208,
9.11.4,R1-2410506,
NR_MIMO_evo_DL_UL,R1-2404600,Full document
NR_MIMO_evo_DL_UL-Core,R1-2405520,
9.3.2,R1-2401981,
9.1.3.1,R1-2406417,
8.1,R1-2407243,
9.11.3,R1-2405059,
7.1,R1-2401575,Entire document
9.2.4,R1-2405878,
9.6.3,R1-2409951,Entire document
9.3.1,R1-2406237,
NR_MIMO_evo_DL_UL-Core,R1-2404099,1
5,R1-2403319,
9.7.2,R1-2402118,
9.1.2,R1-2409788,Entire Document
5,R1-2408772,
9.4.2.2,R1-2410166,Entire document
8.2,R1-2401506,
9.1.1,R1-2401431,
9.5.1,R1-2402930,
9.4.2.4,R1-2403199,1-19
5.3,R1-2401374,
9.8.2,RAN1#119,
8.2,R1-2403548,
9.11.3,R1-2404319,1-9
9.4.1.1,R1-2404177,
5.1.6.5,R1-2405406,Clauses 5.1.6.5.1-8.2.4.3
9.2.1,R1-2404713,1-16
9.2.1,R1-2410533,
9.7.2.,R1-2400899,
9.11.3,R1-2404473,1-14
9.4.1.2,R1-2410478,
9.6.3,R1-2403278,
9.1.2,R1-2406394,
9,R1-2405620,
,R2-2405767,
9.2.2,R1-2407025,
9.2.1,R1-2410175,
9.6.2,R1-2410556,
9.4.2.4,R1-2410290,1-8
null,36.213,
8.2,R1-2400218,
9.11.2,R1-2408868,
9.4.2.3,R1-2404520,Entire document
9.1.4,R1-2410623,
9.3.2,R1-2402755,Entire document
TP#4,R1-2405754,
8.1,R1-2408287,
NR_SL_enh2-Core,R1-2403673,Entire document
9.3.2,R1-2402929,1-2
9.6.2,R1-2402977,Entire document
9.4.2.4,R1-2402388,
9.1.1,R1-2404536,
8.1,R1-2405220,
9.2.4,R1-2402141,
9.11.1,R1-2409698,
9.6.1,R1-2407977,Entire document
9.1.3.3,R1-2407992,
9.6.2,R1-2408480,All
NR_Mob_enh2-Core,R1-2401898,Entire document
9.3.1,R1-2404047,
9.3,R1-2407585,
9.1.3.1,R1-2401269,
8.12.1,R1-2400765,
9.3.2,R1-2410475,
9.3.2,R1-2410046,
9.4.1.1,R1-2407325,Entire document
9.6.2,R1-2404628,
9.11.3,R1-2402005,Entire document
9.1.3.1,R1-2406074,
9.2.3,R1-2404552,
8.2,R1-2401202,1-3
NR_MIMO_evo_DL_UL-Core,R1-2404370,
9.3.1,R1-2404595,
9.2.4,R1-2410056,Entire document
9.5.3,R1-2404809,
9.9.1,R1-2409492,1-13
8.12.3,R1-2401103,
9.10.1,R1-2404193,
9.4.1.1,R1-2410638,1-25
9.4.2.3,R1-2410579,
,R1-2409316,
9.1.3.2,R1-2403910,
9.4.2.4,R1-2403891,
RAN2#124-A1,R2-2313656,
8.12.5,R1-2400974,
9.6.2,R1-2404706,1-15
NR_duplex_evo,R1-2407533,
9.5.2,R1-2400370,
8.1,R1-2409079,1-9
9.7,R1-2409340,
9.3.3,R1-2409490,
9.5.1,R1-2409735,
NR_SL_enh2-Core,R1-2406676,1-2
9.7.2,R1-2410671,
9.1.1,R1-2408837,entire document
9.4.2.1,R1-2410701,
9.11.1,R1-2408361,
9.8.1,R1-2402613,Entire document
R1-2401943,R1-2403618,1-2
N/A,R1-2403009,
9.11.3,R1-2410528,Entire document
9.11.1,R1-2407721,
9.11.1,R1-2410567,1-4
NR_pos_enh2-Core,R1-2401382,1-3
9.2.2,R1-2408210,
9.3.1,R1-2402910,
9.4.2.4,R1-2409900,
9.5,R1-2403272,
9.12.1,R1-2410731,
9.11.4,R1-2402625,Entire document
8.1,R1-2407367,
NR_pos_enh2-Core,R1-2404050,
7.3.1.1.4,R1-2403796,
9.4.1.2,R1-2406241,
9.4.1.1,R1-2410590,
11.1,R1-2400703,
9.5.1,R1-2410004,1-4
R1-2404999,R1-2404999,
9.3.1,R1-2403057,Entire document
9.7.2,R1-2404652,1-24
NR_NTN_enh-Core,38.211,
9.3.3,R1-2402665,1-13
9.2.4,R1-2404532,
9.9.1,R1-2410124,
9.1.3.2,R1-2403505,Entire document
8.6,R1-2312623,
9.2.1,R1-2402838,
9.1.3.1,R1-2406391,Entire document
9.2.2,R1-2408188,
9.6.1,R1-2408271,Entire Document
8.1,R1-2407015,
9.7.2,R1-2404633,1-28
9.5.3,R1-2402391,
9.11.3,R1-2403260,
9.3.2,R1-2402166,
8.3,R1-2401549,1-37
8.1,R1-2410709,
9.4.2.1,R1-2403881,Entire document
9.1.1,R1-2401179,
9.4.2.3,R1-249899,1-10
9.4.2.2,R1-2408992,
9.4.2.1,R1-2410700,
9.11.3,RAN1#119,
9.4.2.4,R1-2410314,
9.4.2.1,R1-2403103,
9.4.1.1,R1-2407732,1-9
9.11.1,R1-2402173,
9.3.3,R1-2403193,
8.3,R1-2402093,Entire document
9.11.1,R1-2404323,1-16
9.1.2,R1-2403183,
5.1.6.1,R1-2407418,
38.213 CR,R1-2400870,
8.4,R1-2401139,
9.6.2,R1-2404036,
,R1-2401841,
9.11,R1-2404205,1-6
5,R1-2406146,1-14
9.3.1,RAN1#118bis-Schedule,
9.8.1,R1-2404331,
9.1.2,R1-2408010,
17.1,R1-2404071,1-2
8.1,R1-2403007,Clause 8.1
7.3.1.3.10,R1-2410256,
9.1.1,R1-2403036,
9.2.3,R1-2408350,1
9.3.1,R1-2408879,
9.4.2.4,R1-2407641,Entire Document
9.11.1,R1-2408684,1-2
9.11.2,R1-2406004,
7,R1-2404070,Entire document
9.3.1,R1-2401191,
9.2.1,R1-2401008,
9.3.1,R1-2406367,1-21
9.2.1,R1-2403354,
9.1.1,R1-2409985,Entire document
9.4.2.2,R1-2409943,1-28
5,R1-2406122,
7,R1-2407372,
9.5.2,R1-2403529,
9.1.2,R1-2407585,
9.1.4.1,R1-2408455,Entire document
9.4.2.2,R1-2404891,1-9
9.1.1,R1-2406305,
9.3.2,R1-2406103,
9.6.1,R1-2410181,
9.2.4,R1-2409631,
9.1.4.2,R1-2407954,
9.1.2,R1-2407654,
9.6.3,R1-2401862,
9.4.2.3,R1-2401978,Entire document
9.1.3.1,R1-2405309,Section 9.1.3.1
9.2.4,R1-2405038,
5,R1-2405450,
9.1.2,R1-2408908,
,R1-2403837,
9.11.1,R1-2401844,
9.2.3,R1-2408041,
9.3.3,R1-2404009,1-16
9.4.2.3,R1-2402135,
9.4.2.3,R1-2406606,
8.1,R1-2402021,
8.2.2,R1-2403919,Entire document
7,R1-2405318,
8.1,R1-2408184,
9.1.1,R1-2403141,1-9
6.4.1.4.1,R1-2407169,Section 6.4.1.4.1
9.2.1,R1-2407470,
9.5.1,R1-2402973,
7.1,R1-2400520,
9.11.2,R1-2404195,
9.5.1,RAN1#119-MainSession,
NR_pos_enh2-Core,R1-2406954,
NR_MIMO_evo_DL_UL-Core,R1-2404369,
9.2.2,R1-2408405,Entire document
9.8.2,RAN1#118bis,
9.6.3,R1-2401025,
9.5.1,R1-2402283,
9.6.1,R1-2410231,
TBA,R1-2405663,
9.6.1,R1-2410294,
9.11.3,R1-2401543,
9.1.4.1,R1-2405189,
NR_LPWUS,R1-2407558,
9.11.4,R1-2409617,Page 1
R1-240xxxx,R1-2402183,
RAN1_DRX_Enhancements,CR-Form-v12.2,Entire document
9.7.2,R1-2408810,
9.1.3,R1-2410194,
9.11,R1-2401298,
5,R1-2401368,
9.6.2,R1-2406296,Entire document
7.1,R1-2401389,
9.1.4.1,R1-2409497,1-2
5,R1-2408306,
9.12.1,R1-2409931,
9.11.3,R1-2400261,
9.1.4.2,R1-2408031,1-15
9.1.2,R1-2404316,Entire document
9.4.2.2,R1-2403861,
7.3.1.1.3,R1-2403801,Section 7.3.1.1.3
9.5.1,R1-2407711,1-16
9.5.3,R1-2408708,
9.4.1.1,R1-2408938,Entire Document
8.1,R1-2408627,
7,R1-2407098,Full document
9.1.1,RAN1#119 Offline Session Schedule,
9.8.1,R1-2404514,
R1-2405734,R1-2406118,
9.11.4,R1-2406741,
7,R1-2403706,Entire document
8.2,R1-2402701,Entire document
9.9.1,R1-2409991,
,R1-2410114,
9.5.1,R1-2400119,Entire document
9.1.2.1,CR-Form-v12.2 (R1-2301743 follow-up),
NR_pos_enh2,R1-2402204,
9.4.1.1,R1-2404554,
9.4.2.1,R1-2408048,
9.5.3,R1-2400568,
8.3,R1-2400138,
9.11.4,R1-2407138,
9.1.3.3,R1-2400266,1-7
