id,name,description
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface in 5G NR.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in radio access networks
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of NR.
RAN WG4,Radio Access Network Working Group 4,"Focuses on RF conformance testing, influencing SSB requirements for UE measurements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 5G/NR
RAN WG1,Radio Access Network Working Group 1,Physical layer specifications
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network interfaces and OAM aspects
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G NR
SA WG1,Service and System Aspects Working Group 1,Defines service requirements and system architecture for 3GPP technologies.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for NR and LTE.
RAN WG1,Radio Access Network Working Group 1,"Responsible for the definition of the physical layer of NR, including radio interface protocols and RF/radio resource management aspects."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer procedures and channel coding."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR and LTE
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access architecture and protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications in 3GPP, including physical layer protocols and multi-carrier enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for LTE/NR systems
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR and LTE radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (Physical layer)
RAN WG2,Radio Access Network Working Group 2,Responsible for layer 2/layer 3 specifications and radio interface architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for NR/LTE radio interfaces.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio interface physical layer standardization.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer protocols.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of NR.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer procedures
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP
RAN WG3,Radio Access Network Working Group 3,Responsible for radio access network interfaces and O&M
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications for radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and UL/DL MIMO enhancements.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE/NR radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR/LTE.
RAN1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface architecture and protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network layer 1 specifications
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications of radio access.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer standardization in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer (Layer 1) of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of radio interfaces for cellular networks.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications including physical channels, modulation, coding, and duplexing"
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface in 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of UTRA and E-UTRA
RAN WG2,Radio Access Network Working Group 2,Focuses on MAC and RLC layer protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for 3GPP physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including duplexing and resource allocation."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including energy-saving mechanisms."
RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications and radio access network protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of the radio interface.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR.
RAN1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR.
RAN WG1,Radio Access Network Working Group 1,"Focuses on physical layer specifications for NR, including AI/ML integration for air interface enhancements."
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for NR/5G air interface.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and channel modeling in 3GPP
RAN WG1,Radio Access Network Working Group 1,Specifies physical layer protocols for NR
TSG-RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols in 3GPP standards
RAN1,Radio Access Network Working Group 1,Specifies physical layer protocols for radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications including physical layer design
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access technologies.
RAN WG2,Radio Access Network Working Group 2,"Focuses on radio interface architecture and protocols, including MAC and RLC layers."
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for 5G NR.
RAN WG3,Radio Access Network Working Group 3,Addresses radio access network integration and testing.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels/signals
RAN2,Radio Layer 2/3 Working Group,Handles radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the physical layer specifications of NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including uplink transmission procedures."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols for LTE/NR."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including Ambient IoT waveform design."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of radio access networks
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio access layer specifications, including physical layer protocols."
RAN4,Radio Access Network Working Group 4,Responsible for RF/conformance testing
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for physical layer specifications including channel coding, modulation, and RF characteristics"
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio interface protocols.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer of 3GPP radio standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications for NR/UTRA
RAN2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols.
RAN WG2,Radio Access Network Working Group 2,"Focuses on LTE and NR radio interface architecture, MAC, and RLC layers."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specification development including physical channels/modulation
RAN WG2,Radio Access Network Working Group 2,Responsible for NR protocol aspects (Layer 2/3)
RAN2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols in NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Handles physical layer specifications for radio access
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer standardization
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 3GPP radio technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management in 5G NR
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols and channel modeling."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 5G NR systems
RAN WG4,Radio Access Network Working Group 4,Addresses RF and RRM conformance testing.
RAN WG1,Radio Access Network Working Group 1,"Responsible for defining NR physical layer specifications, including ISAC channel modeling."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,"Responsible for LTE and NR physical layer specifications, including NB-IoT."
RAN WG4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects of NR and LTE.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access physical layer standardization
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the physical layer specifications of radio access technologies.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and procedures
RAN WG2,Radio Access Network Working Group 2,Handles layer 2/layer 3 radio interface protocols.
RAN4,Radio Access Network Working Group 4,Focuses on RF and RRM requirements for NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including AI/ML integration into the air interface."
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and RRM conformance testing
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 5G/NR systems
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications
RAN WG1,Radio Access Network Working Group 1,"Responsible for RF, physical layer, and protocol aspects of radio access technologies."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including MIMO and CSI frameworks
RAN2,Radio Access Network Working Group 2,Handles layer 2/layer 3 specifications and UE capabilities.
RAN WG2,Radio Access Network Working Group 2,Responsible for the radio interface architecture and protocols of 3GPP systems
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including waveforms and synchronization signals."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the definition of the physical layer of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Focuses on physical layer specifications for radio interfaces, including NR and LTE."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for 5G/NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for 3GPP radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications for NR radio access.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces in 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including LP-WUS design
SA2/SA4,System Architecture Group 2/4,Coordinates with RAN on multi-modal QoS and core network aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of NR, including LP-WUS and LP-SS design."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (physical layer) in 3GPP.
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols for NR and LTE.
SA2,TSG-SA Working Group 2,Responsible for architecture and protocol aspects of 5G systems
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network implementation aspects
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects of 3GPP radio access technologies.
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channels and modulation."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR and AIoT.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications
RAN WG2,Radio Access Network Working Group 2,"Focuses on MAC, RLC, and PDCP layers."
RAN WG1,Radio Access Network Working Group 1,Develops physical layer specifications for NR/LTE.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols for NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio interface protocols in 3GPP
RAN WG2,Radio Access Network Working Group 2,Handles the radio interface architecture and protocols for NR and LTE.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols in 5G NR
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of radio layer 1 (physical layer) functionalities in 3GPP.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols in 3GPP systems
RAN WG2,Radio Access Network Working Group 2,Responsible for 5G NR radio interface architecture
RAN4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including RF requirements and test specifications."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including AI/ML integration for air interface."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including IoT-NTN physical layer design"
TSG-RAN WG1,3GPP TSG RAN Working Group 1,"Responsible for radio access network specifications, including physical layer protocols and RF characteristics."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of radio interfaces in 3GPP.
RAN3,Radio Access Network Working Group 3,Responsible for overall UTRAN architecture
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of radio interfaces
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including PRACH procedures and coverage enhancements."
TSG-RAN WG1,3GPP RAN Working Group 1,"Responsible for radio access network layer 1 specifications, including physical layer protocols."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio access layer specifications, including physical layer and MAC protocols."
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including UE procedures and resource allocation."
RAN3,Radio Access Network Working Group 3,Addresses overall UTRAN architecture and interfaces.
RAN4,Radio Access Network Working Group 4,Handles radio performance and RF requirements.
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance/parameter coordination
RAN4,Radio Access Network Working Group 4,Addresses radio performance and protocol aspects.
RAN WG4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including RF requirements and conformance testing."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR radio layer 1 specifications, including physical layer protocols and channel structures."
RAN WG3,Radio Access Network Working Group 3,Responsible for UMTS and LTE radio access network architecture/interfaces specifications
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer protocols and RF characteristics
TSG RAN,Radio Access Network Technical Specification Group,Responsible for radio access standards development in 3GPP
RAN2,Radio Access Network Working Group 2,Responsible for radio interface architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces in 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,"Responsible for 5G/NR physical layer specifications, including RRM and scheduling mechanisms."
RAN WG4,Radio Access Network Working Group 4,Deals with RF and RRM conformance testing
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for NR/UMTS radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including CSI feedback
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols for NR and LTE."
TSG-RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications in NR/LTE radio access.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including physical layer protocols."
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols.
RAN WG2,Radio Access Network Working Group 2,"Focuses on radio interface architecture, protocols, and resource management in 3GPP."
RAN WG3,Radio Access Network Working Group 3,Responsible for radio access network architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1/2/3 and radio access architecture in 3GPP.
RAN WG1,Radio Access Network Working Group 1,"Responsible for 5G NR physical layer specifications, including TS 38.211 and TS 38.215."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface specifications including physical layer protocols and AI/ML integration in 5G/6G systems.
RAN,Radio Access Network Working Group,3GPP group responsible for radio access standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of NR, including channel structures, modulation, and reference signals."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of radio access technologies in 3GPP.
RAN2,Radio Access Network Working Group 2,Responsible for the radio interface architecture and protocols
RAN WG2,Radio Access Network Working Group 2,Responsible for the radio interface architecture and protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including MIMO and CSI framework
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network physical layer specifications
RAN WG3,Radio Access Network Working Group 3,Focuses on UTRA and NR radio access network interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and beam management
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of NR and LTE.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specification development including physical layer protocols
RAN WG1,Radio Access Network Working Group 1,"Responsible for RF, physical layer, and radio protocol aspects of UTRA and E-UTRA."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for definition of the physical layer of radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in NR.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network functionalities
RAN WG4,Radio Access Network Working Group 4,Handles RF/conformance testing for NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management in 3GPP
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer and RF aspects.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access physical layer specifications
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and radio performance aspects of NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR/5G systems
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications for NR including MIMO enhancements and channel modeling
RAN WG1,Radio Access Network Working Group 1,Handles physical layer specifications for NR air interface
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including IoT-NTN physical layer enhancements."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer channel modeling."
RAN WG1,Radio Access Network Working Group 1,Specifies the physical layer of 3GPP radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for defining NR physical layer protocols and functionalities.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer architecture and specifications
RAN4,Radio Access Network Working Group 4,Handles radio performance and protocol aspects.
RAN WG3,Radio Access Network Working Group 3,Focuses on NG-RAN architecture and inter-gNB mobility.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including UE radio transmission/reception
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of NR and LTE radio interfaces
SA5,Service and System Aspects Working Group 5,Focuses on network management aspects including AI/ML model loading
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP NR systems.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications and radio interface protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1 (physical layer)
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and RRM conformance testing for NR.
RAN4,Radio Access Network Working Group 4,3GPP group responsible for radio frequency and performance requirements.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer standardization for 5G/6G systems.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical channels and modulation."
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications and channel modeling in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer channel modeling
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance aspects
RAN WG3,Radio Access Network Working Group 3,"Handles RAN architecture, interfaces, and inter-node coordination."
RAN WG2,Radio Access Network Working Group 2,"Focuses on radio interface architecture, protocols, and MAC layer specifications."
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols.
SA WG2,3GPP SA Working Group 2,"Focuses on architecture and service requirements, including UAV regulatory aspects."
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures and channel structures."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for 5G-NR physical layer specifications, including energy-saving features like on-demand SIB1."
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of NR and LTE.
RAN WG4,Radio Access Network Working Group 4,Responsible for RF and RRM requirements.
RAN WG3,Radio Access Network Working Group 3,Handles network architecture and interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for 3GPP radio technologies.
RAN WG3,Radio Access Network Working Group 3,Responsible for RF and RRM requirements
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP, including radio interface protocols and channel structures."
RAN WG1,Radio Access Network Working Group 1,Specifies physical layer protocols for radio access technologies.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio access network specifications, including physical layer protocols and Ambient IoT."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP NR.
TSG-RAN1,3GPP TSG RAN Working Group 1,Focuses on the physical layer specifications of radio access technologies for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR radio access.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 3GPP radio interfaces
RAN WG1,Radio Access Network Working Group 1,"Responsible for 5G/NR physical layer specifications, including duplexing and interference management."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for UTRA and E-UTRA.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications and physical layer protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access layer 1 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications for radio interfaces.
RAN WG4,Radio Access Network Working Group 4,Defines RF and RRM requirements.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/UTRA
RAN2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols in 3GPP
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications including waveform design, synchronization, and RRM procedures."
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols including RRC signaling.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including energy saving enhancements."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of radio interfaces
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for NR/UTRA.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer and RF characteristics
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures for NTN and IoT."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of radio access technologies
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio interface.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications and physical layer protocols.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for 5G-NR.
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects of NR specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP radio standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of 3GPP radio technologies.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including MIMO and CSI enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio channel modeling
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the specification of the physical layer of NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access physical layer specifications
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and channel structures."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/LTE radio interfaces.
RAN2,Radio Access Network Working Group 2,Handles layer 2/layer 3 radio interface specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (Physical Layer)
SA WG2,Service Architecture Working Group 2,Responsible for overall architecture and service capabilities of 3GPP systems
RAN WG2,Radio Access Network Working Group 2,"Focuses on radio interface architecture and protocols, including mobility management."
RAN WG2,Radio Access Network Working Group 2,"Handles radio interface architecture, protocols, and service requirements."
RAN WG1,3GPP Radio Access Network Working Group 1,"Responsible for physical layer specifications in 5G NR, including ISAC functionalities."
RAN WG4,Radio Access Network Working Group 4,Handles RF and radio performance aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications including physical layer protocols and RF characteristics.
RAN WG2,Radio Access Network Working Group 2,Radio interface architecture/protocols
RAN4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including RF requirements and conformance testing."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 5G NR
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network functionality
RAN WG4,Radio Access Network Working Group 4,Responsible for UE radio transmission/reception requirements and protocol conformance.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR/LTE.
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and RRM conformance testing.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining radio layer specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channel structures and procedures."
RAN WG2,Radio Access Network Working Group 2,Responsible for MAC/layer 2 specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G/NR systems
RAN WG4,Radio Access Network Working Group 4,Responsible for RF and radio performance requirements.
RAN WG2,Radio Access Network Working Group 2,Handles layer 2 and layer 3 radio interface specifications
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR.
RAN2,Radio Access Network Working Group 2,Responsible for radio interface protocols
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications of radio interfaces for cellular networks.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures and mobility."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical channels and modulation
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network architecture and interfaces.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer enhancements for NTN."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer of NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer (Layer 1) of NR.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture
RAN2,Radio Access Network Working Group 2,Responsible for radio interface architecture/protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio interface
