doc_id,wg_name,role_in_group
R1-2408449,RAN WG1,Contribution
R1-2403676,RAN WG1,Moderator Summary
R1-2404343,RAN WG1,Technical Specification Contribution
R1-2402022,RAN WG1,Contribution
R1-2405665,RAN WG1,Discussion Document
R1-2408930,RAN WG1,Technical contribution
R1-2409133,RAN WG1,Technical Contribution
R1-2409730,RAN WG1,Technical Contribution
R1-2410832,RAN WG1,Contribution on ISAC modeling
R1-2402243,RAN WG1,Contribution
R1-2407830,RAN WG2,Recipient
R1-2406833,RAN WG1,Contribution on physical layer specifications
R1-2402916,RAN WG1,Contribution
R1-2406473,RAN WG1,Contribution
R1-2408487,RAN WG1,Contribution
R1-2405151,RAN WG1,Technical Contribution
R1-2400753,RAN WG1,Discussion Document
R1-2403759,RAN WG1,Source working group
R1-2404077,RAN WG1,Change Request
R1-2401440,RAN WG1,Technical Contribution
R1-2400168,RAN WG1,Contribution
R1-2404143,RAN WG1,Technical Contribution
R1-2401584,RAN WG1,Discussion Document
R1-2402925,RAN WG1,Contribution
R1-2410369,RAN WG1,Discussion Document
R1-2407902,RAN WG1,Contribution
R1-2403149,RAN WG1,Technical contribution
R1-2410607,TSG-RAN WG1,Technical Specification Contribution
R1-2403319,RAN WG1,Technical Discussion
R1-2400103,RAN WG1,Contribution
R1-2401611,RAN WG1,Discussion Document
R1-2410823,RAN WG1,Discussion document
R1-2405616,RAN WG1,Change Request
R1-2406729,RAN WG1,Contribution
R1-2406214,RAN WG1,Specification Change Request
R1-2401150,RAN WG1,Contribution for Discussion
R1-2405069,RAN WG1,Contribution to Rel-19 AI/ML Positioning Work Item
R1-2400806,RAN WG1,Contribution
R1-2410564,RAN WG1,Contribution
R1-2402728,RAN WG1,Contribution
R1-2401262,RAN WG1,Work Item: NR_NTN_enh-Core
R1-2405076,RAN WG1,Contribution on A-IoT evaluation
R1-2405502,RAN WG1,Discussion Summary
R1-2408659,RAN WG1,Contribution
R1-2402382,RAN WG1,Contribution on PHY layer enhancements
R1-2406540,RAN WG1,Technical contribution
R1-2402749,RAN WG1,Contribution
RAN1#118bis_Schedule,RAN WG1,Meeting Organization
R1-2400632,RAN WG1,Contribution to physical layer discussion
CR-Unknown,RAN WG1,Protocol Specification Maintenance
R1-2404640,RAN WG1,Specification Change Proposal
R1-2401369,RAN WG1,Physical layer specification development
R1-2403724,RAN WG1,Change Request
R1-2402100,RAN WG1,Contribution
R1-2404238,RAN WG1,Technical Contribution
R1-2410028,RAN WG1,Contribution
R1-2404549,RAN WG1,Contribution
R1-2407503,RAN WG1,Discussion and Decision
R1-2406697,RAN WG2,Coordination
R1-2403390,RAN WG1,Contribution
R1-2406717,RAN WG1,Contribution
R1-2407479,RAN WG1,Discussion/Decision Document
R1-2409856,RAN WG1,Discussion Document
R1-2408036,RAN WG1,Contribution
R1-2406101,RAN WG1,Contribution
R1-2405883,RAN WG1,Discussion and Decision Document
R1-2408119,RAN WG1,Technical contribution
R1-2406034,RAN WG1,Specification Change Proposal
R1-2407659,RAN WG1,Technical Specification
R1-2400838,RAN WG2,Protocol layer coordination
R1-2401791,RAN WG1,Discussion Document
R1-2410503,RAN WG1,Contribution
R1-2409913,RAN WG1,Technical Specification Development
R1-2404375,RAN WG1,Specification Maintenance
R1-2404908,RAN WG1,Technical Contribution
R1-2410321,RAN WG1,Contribution
R1-2408032,RAN WG1,Contribution
R1-2404459,RAN WG1,Contribution
R1-2404294,RAN WG1,Technical contribution
R1-2410626,RAN WG1,Contribution
R1-2410442,RAN WG1,Discussion
R1-2404796,RAN WG1,Contribution
R1-2400373,RAN WG1,Technical Proposal
R1-2403160,RAN WG1,Contribution
R1-2405144,RAN WG1,Technical Contribution
R1-2403012,RAN WG1,Contribution
R1-2403522,RAN WG1,Discussion Document
R1-2404073,RAN WG1,Coverage Enhancement Specification Maintenance
R1-2406085,RAN WG1,Contribution on ISAC channel modeling
R1-2404035,RAN WG1,Discussion Document
R1-2404556,RAN WG1,Technical Contribution
R1-2400306,RAN WG1,Technical Contribution
R1-2406291,RAN WG1,Contribution on physical layer design
R1-2408158,RAN WG1,Technical Contribution
R1-2403764,RAN WG1,Discussion and Decision
R1-2405857,RAN WG1,Technical Contribution
R1-2410008,RAN WG1,Contribution
R1-2407015,RAN WG1,Contribution
R1-2408293,RAN WG1,Technical Contribution
R1-2405324,RAN WG1,Change Request Submission
R1-2402017,RAN WG1,Discussion Contributor
R1-2401865,RAN WG1,Specification Maintenance
R1-2403173,RAN WG1,Specification of physical layer procedures
R1-2409392,RAN WG1,Contribution on UE feature standardization
R1-2409174,RAN WG1,Source
R1-2405104,TSG-RAN WG1,Discussion Document
R1-2401977,RAN WG1,Contribution
R1-2403215,RAN WG1,Technical Contribution
R1-2407537,RAN WG1,Discussion document
R1-2409202,RAN WG1,Discussion document
R1-2400259,RAN WG1,Contribution
R1-2404163,RAN WG1,Contribution on UE feature standardization
R1-2400931,RAN WG1,Contribution
R1-2402697,RAN WG1,Technical Contribution
R1-2406756,RAN WG1,Feature specification
R1-2404589,RAN WG1,Contribution
R1-2401693,RAN WG1,Change Request
R1-2410065,RAN WG1,Contribution on NTN enhancements
R1-2403562,RAN WG1,Discussion & Decision
R1-2410560,RAN WG1,Contribution on Ambient IoT PHY layer
R1-2406584,RAN WG1,Discussion Contributor
R1-2408774,RAN WG1,Discussion/Decision Document
R1-2401068,RAN WG1,Contributor
R1-2400907,RAN WG1,Contribution
R1-2402515,RAN WG1,Contribution
R1-240xxxx,RAN WG1,Feature Lead Summary
R1-2403338,RAN WG1,Contribution
R1-2400939,RAN WG1,Technical Contribution
R1-2406432,RAN WG1,Physical layer specifications
R1-2407136,RAN WG1,Contribution
R1-2400789,RAN WG1,Contribution
R1-2408417,RAN WG1,Discussion document
R1-2410354,RAN WG1,Technical Contribution
R1-2408923,RAN WG1,Technical Contribution
R1-24010548,RAN WG1,Contribution
R1-2408897,RAN WG1,Liaison Reply Author
R1-2410922,RAN WG1,Study coordination
R1-2409108,RAN WG1,Discussion summary
R1-2409776,RAN WG1,Contribution
R1-2401906,RAN WG1,Technical Specification Contribution
R1-2400323,RAN WG1,Contribution
R1-2403815,RAN WG1,Discussion Document
R1-2401420,RAN WG1,Contribution
R1-2402028,RAN WG1,Discussion Document
R1-2400596,RAN WG1,Contribution
R1-2407397,RAN WG1,Discussion/Decision Document
R1-2410935,RAN WG1,CR Submission
R1-2404466,RAN WG1,Discussion Document
R1-2410665,RAN WG1,Source
R1-2406737,RAN WG1,Discussion Document
R1-2409622,RAN WG1,Technical discussion lead
R1-2409298,RAN WG1,Discussion Summary Document
R1-2404191,RAN WG1,Contribution
R1-2405635,TSG-RAN WG1,CR proposal for NR_UE_pow_sav_enh-Core work item
R1-2401314,RAN WG1,Contribution
R1-2410834,RAN WG1,Discussion lead for agenda item 8.1
R1-2404330,RAN WG1,Contribution
R1-2409282,RAN1,Source
R1-2409167,RAN WG1,Discussion and Decision Document
R1-2403288,TSG-RAN WG1,Technical Specification Contributor
R1-2401762,RAN WG1,Meeting Document
R1-2407177,RAN WG1,Technical Specification Discussion
R1-2403461,RAN WG1,Discussion Summary
R1-2408731,RAN WG1,Evaluation Analysis Contributor
R1-2403617,RAN WG1,Discussion/Decision
R1-2409641,RAN WG1,Contribution to physical layer specifications
R1-2400474,RAN WG1,Physical layer specification development
R1-2409910,RAN WG1,Specification Development
R1-2401719,RAN WG1,Technical Specification
R1-2400511,RAN WG1,Contribution
R1-2404234,RAN WG1,Change Request Proposal
R1-2408795,RAN WG1,Discussion Contributor
R1-2403208,TSG-RAN WG1,Contribution
R1-2401331,RAN WG1,Contribution
R1-2404339,RAN WG1,Contribution
R1-2401824,RAN WG1,Source
R1-2400238,RAN WG1,Technical Contribution
R1-2402712,RAN WG1,Discussion coordination
R1-2405097,RAN WG1,Technical Contribution
R1-2401039,RAN WG1,Contribution
R1-2410409,RAN WG1,Contribution on A-IoT physical layer design
R1-2410153,RAN WG1,Contribution
R1-2405618,RAN WG1,Change Request
R1-2403532,TSG-RAN WG1,Discussion Summary
R1-2403563,RAN WG1,Discussion lead
R1-2408010,RAN WG1,Maintenance Item
R1-2409773,RAN WG1,Contribution for discussion
R1-2408829,RAN WG1,Contribution
R1-2408658,RAN WG1,Contribution
R1-2403363,RAN WG1,Contribution
R1-2410302,RAN WG1,Contribution
R1-2405194,RAN WG1,Change Request
R1-2406652,RAN WG1,Technical contribution
R1-2406367,RAN WG1,Discussion Document
R1-2402310,RAN WG1,Contribution
R1-2401542,RAN WG1,Discussion lead for AI 8.9
CR-Form-v12.1,RAN WG1,Specification amendment
R1-2405647,RAN WG1,Discussion Summary
R1-2407425,RAN WG1,Discussion Summary
R1-2404496,RAN WG1,Contribution
R1-2404763,RAN WG1,Technical Contribution
R1-2404479,RAN WG1,Contribution
R1-2403619,RAN WG1,Specification clarification
R1-2408298,RAN WG1,Technical Contribution
R1-2407890,RAN WG1,Discussion & Decision document
R1-2407065,RAN WG1,Discussion Document
R1-2408046,RAN WG1,Contribution
R1-2401332,RAN WG1,Discussion contributor
R1-2400562,RAN WG1,Contribution
R1-2402705,RAN WG1,Technical contribution
R1-2401823,RAN WG1,Contribution
R1-2400040,RAN WG1,Discussion Contributor
R1-2410518,RAN WG1,Technical Discussion Contributor
R1-2409409,RAN WG1,Contribution
R1-2410304,RAN WG1,Contribution
R1-2408656,RAN WG1,Contribution
R1-2407275,RAN WG1,Discussion Lead
R1-2403435,RAN WG1,Contribution
R1-2401833,RAN WG1,Specification maintenance
R1-2409178,RAN WG1,Moderator report
R1-2406014,RAN WG1,Technical Specification Development
R1-2404879,RAN WG1,Contribution
R1-2408483,RAN WG1,Contribution on ISAC channel modeling
R1-2408756,RAN WG1,Contribution
R1-2402439,RAN WG1,Change Request Submission
R1-2405928,RAN WG1,Discussion Document
R1-2405457,RAN WG1,Discussion summary document
R1-2403909,RAN WG1,Contribution to AI/ML work item
R1-2407957,RAN WG1,Technical Contribution
R1-2403624,RAN WG1,Change Request
R1-2406935,RAN WG1,Discussion Document
R1-2409187,TSG-RAN WG1,Contribution
R1-2402101,RAN WG1,Contribution
R1-2406568,RAN WG1,Discussion document
R1-2403691,TSG-RAN WG1,Discussion document for AI 9.5.3
R1-2408379,RAN WG1,Contribution
R1-2404809,RAN WG1,Technical Contribution
R1-2402440,RAN WG1,Specification Contributor
R1-2406748,RAN WG1,MIMO Evolution Work Item
R1-2405285,RAN WG1,Contribution
R1-2403183,RAN WG1,Technical specification development
R1-2408786,RAN WG1,Discussion Input
R1-2407507,RAN WG1,Discussion coordination
R1-2401123,RAN WG1,Discussion Contributor
R1-2402821,RAN WG1,Specification maintenance
R1-2405686,RAN WG1,Session Notes
R1-2400234,RAN WG1,Contribution
R1-2410316,RAN WG1,Contribution
R1-2409188,RAN WG1,Discussion Summary
R1-2409682,RAN WG1,Contribution
R1-2406788,RAN WG1,Technical Contribution
R1-2407356,RAN WG1,Discussion Summary
R1-2410067,RAN WG1,Technical Contribution
R1-2404862,RAN WG1,Contribution
R1-2408196,RAN WG1,Technical Contribution
R1-2402227,RAN WG1,Contribution
R1-2408718,RAN WG1,Discussion Document Contributor
R2-2401912,RAN2,LS Source
R1-2403035,RAN WG1,Technical Contribution
R1-2402969,RAN WG1,Physical layer design discussion
R1-2405719,RAN WG1,Technical Contribution
R2-2313605,RAN2,Technical Specification Development
R1-2404385,RAN WG1,Discussion Document
R1-2403841,RAN WG1,Technical Contribution
R1-2407949,RAN WG1,Specification maintenance
R1-2408561,RAN WG1,Contribution
R1-2402098,RAN WG1,Contribution
R1-2405232,RAN WG1,Specification Maintenance
R1-2409276,RAN WG1,Change Request
R1-2404867,RAN WG1,Contribution on CLI handling
R1-2410816,RAN WG1,Discussion and decision document
R1-2407240,RAN WG1,Change Request Proposal
R1-2410777,RAN WG1,Discussion Summary
R1-2404783,RAN WG1,Technical Contribution
R1-2407304,RAN WG1,Handling AI/ML for NR Air Interface
R1-2404891,RAN WG1,Technical contribution on physical layer design
R1-2406813,RAN WG1,Technical Contribution
R1-2410588,RAN WG1,Contribution
R1-2403998,RAN WG1,Contribution
R1-2407497,TSG-RAN,Change Request
R1-2403980,RAN WG1,Technical Proposal
R1-2403978,RAN WG1,Discussion Input
R1-2410836,RAN WG2,Recipient
R1-2408548,RAN WG1,Contributor
R1-2405327,RAN WG1,Specification amendment
R1-2407864,RAN WG1,Technical Contribution
R1-2404643,RAN WG1,Change Proposal
R1-2408103,RAN WG1,Contribution
R1-2408791,RAN WG1,Discussion contribution
R1-2403647,RAN WG1,Discussion/Decision Document
R1-2409328,RAN WG1,Specification maintenance
R1-2400930,RAN WG1,Technical Contribution
R1-2410605,RAN WG1,Contribution
R1-2408139,RAN WG1,Discussion Lead
R1-2400993,RAN WG1,Technical Contribution
R1-2409729,RAN WG1,Technical Discussion
R1-2403523,RAN WG1,Discussion Document
R1-2403864,RAN WG1,Technical Contribution
R1-2410590,RAN WG1,Contribution
R1-2400795,RAN WG1,Contribution
R1-2400869,RAN WG1,Change Request
R1-2407793,RAN WG1,Technical proposal
R1-2404269,RAN WG1,Contribution
R1-2409179,RAN WG1,LS from
04747,RAN WG1,Specification maintenance
R1-2400218,RAN WG1,Technical Contribution
R1-2404688,RAN WG1,Contribution
R1-2408556,RAN WG1,Technical contribution discussion
R1-2410792,RAN WG1,Specification Maintenance
R1-2409474,RAN WG1,Discussion/Decision
R1-2400747,RAN WG1,Technical Contribution
R1-2403527,RAN WG1,Discussion document for 9.5.2 agenda item
R1-2407668,RAN WG1,Contribution
R1-2406830,RAN WG1,Discussion Contributor
R1-2400942,RAN WG1,Discussion Document
R1-2407176,RAN WG1,Change Proposal
R1-2402011,RAN WG1,Technical Specification Development
R1-2408709,RAN WG1,Discussion Document
R1-2403169,RAN WG1,Contribution on NR MIMO enhancements
R1-2408470,RAN WG1,Discussion Document
R1-2409103,RAN WG1,Discussion Lead
R1-2406482,RAN WG1,Contribution
R1-2406599,RAN WG1,Contribution
R1-2406308,RAN WG1,Technical contribution on physical layer enhancements
R1-2406119,RAN WG1,Specification maintenance
R1-2409490,RAN WG1,Contribution
R1-2404174,RAN WG1,Discussion Document
R1-2410156,RAN WG1,Technical Proposal
R1-2402689,RAN WG1,Contribution
R1-2401564,RAN WG1,Discussion Document
R1-2406457,RAN WG1,Technical contribution
R1-2408393,RAN WG1,Contribution
R1-2405204,RAN WG1,CR Submission
R1-2406108,RAN WG1,Discussion Document
R1-2405169,RAN WG1,Contribution
R1-2405695,RAN WG1,Session Notes
R1-2404164,RAN WG1,Contribution
R1-2401953,RAN WG1,Liaison Statement
R1-2409689,RAN WG1,Discussion document
R1-2400536,RAN WG1,Technical Contribution
R1-2408579,RAN WG1,Contribution
R1-2406617,RAN WG1,Discussion Document
R1-2404772,RAN WG1,Contribution on SBFD enhancements
R1-2409510,RAN WG1,Contribution
R1-2403131,RAN WG1,Contribution
R1-2401312,RAN WG1,Contribution
R1-2400793,RAN WG1,Technical Specification
R1-2401669,RAN WG1,Discussion Document
R1-2403450,TSG-RAN WG1,Discussion Document
R1-2408881,RAN WG1,Contribution
R1-2402960,RAN WG1,Contribution
R1-2406406,RAN WG1,Contribution
R1-2403981,RAN WG1,Technical Contribution
R1-2400345,RAN WG1,Technical Contribution
R2-2403807,RAN WG2,Technical Specification Development
R1-2401062,RAN WG1,Contribution
R1-2407105,RAN WG1,Contribution
R1-2407001,TSG-RAN WG1,Specification Maintenance
R1-2407398,RAN WG1,Discussion on physical layer specifications
R1-2404988,RAN WG1,Change Request
R1-2405330,RAN WG1,Contribution on PH reporting enhancements
R1-2405079,RAN WG1,Contribution
R1-2407443,RAN WG1,Feature Lead Summary
R1-2406238,RAN WG1,Technical Contributor
R1-2401008,RAN WG1,Technical Contribution
R1-2405396,RAN WG1,Discussion Document
R1-2403946,RAN WG1,Contribution
R1-2408967,RAN WG1,Contribution
R1-2400660,RAN WG1,Contribution
R1-2410215,RAN WG1,Contribution
R1-2405669,RAN WG1,Feature Lead Summary
R1-2405520,RAN WG1,Change Proposal
R1-2401423,RAN WG1,Contribution
R1-2407860,RAN WG1,Technical Contribution
R1-2401759,RAN WG1,Session Notes
R1-2403952,RAN WG1,Contribution
R1-2410471,RAN WG1,Contribution
R1-2405397,RAN WG1,Feature Lead Summary
R1-2402561,RAN WG1,Discussion Document
R1-2403280,RAN WG1,Contribution
R1-2401955,RAN WG4,Source
R1-2405514,RAN WG1,Specification maintenance
R1-2404756,RAN WG1,Technical Contribution
R1-2408896,RAN WG1,Contribution
R1-2403672,RAN WG1,Change Request for Physical Layer Specification
R1-2402110,RAN WG1,Contribution to Physical Layer Discussion
R1-2406574,RAN WG1,Technical Contribution
R1-2404355,RAN WG2,Recipient
R1-2401131,RAN WG1,Technical Contribution
R1-2408642,RAN WG1,Discussion Document
R1-2408403,RAN WG1,Contribution
R1-2400140,RAN WG1,Technical contribution
R1-2407515,RAN WG1,Change Request submission
R1-2407363,RAN WG1,Reply LS on A-IoT requirements
R1-2403351,RAN WG1,Change Proposal
R1-2406810,RAN WG1,Contribution
R1-2404680,RAN WG1,Contribution
R1-2406250,RAN WG1,Discussion Document
R1-2406624,RAN WG1,Discussion Document
R1-2408684,RAN WG1,Contribution
R1-2400951,RAN WG1,Technical Specification
R1-2410820,RAN WG1,Discussion Document
R1-2405713,RAN WG1,Specification maintenance
R1-2410761,RAN WG1,Discussion and Decision document
R1-2404119,RAN WG1,Contribution
R1-2408467,RAN WG1,Discussion Contributor
R1-2409495,RAN WG1,Contribution
R1-2410165,RAN WG1,Discussion Document
R1-2406043,RAN WG1,Discussion lead for UEIBM agenda item
R1-2409250,RAN WG1,PHY Layer Specification Authority
R1-2409991,RAN WG1,Contribution
R1-2401270,RAN WG1,Contribution to Study Item
R1-2410530,RAN WG1,Clarification
R1-2403163,RAN WG1,Contribution
R1-2407121,RAN WG1,Contribution on AI/ML standardization
R1-2405974,RAN WG1,Technical Contribution
R1-2403124,RAN WG1,Technical Contribution
R1-2404666,RAN WG1,Contribution
R1-2400636,RAN WG1,Technical Contribution
R1-2408178,RAN WG1,Discussion/Decision
R1-2410392,RAN WG1,Contribution
R1-2403211,RAN WG1,Technical Contribution
R1-2400645,RAN WG1,Contribution
R1-2404346,RAN WG1,Contribution
R1-2410032,RAN WG1,Contribution
R1-2400379,RAN WG1,Technical Contribution
R1-2405901,RAN WG1,Contribution to AI/ML Air Interface Work Item
R1-2410330,RAN WG1,Contribution document
R1-2403786,RAN WG1,Discussion Document
R1-2406928,RAN WG1,Discussion and Decision
R1-2401499,RAN WG1,Discussion Summary
R1-2409768,RAN WG1,Contribution
R1-2408018,RAN WG1,Technical Specification maintenance
R1-2408128,RAN WG1,Change Request
R1-2403866,RAN WG1,Contribution
R1-2409100,RAN WG1,Discussion lead
R1-2300792,RAN WG1,Discussion Document
R1-2401239,RAN WG1,Technical Contribution
R1-2407984,RAN WG1,Contribution
R1-2404306,RAN WG1,Contribution
R1-2403478,RAN WG1,Feature lead summary
R1-2403627,RAN WG1,Feature Lead Summary
R1-2402963,RAN WG1,Contribution
R1-2410428,RAN WG1,Contribution
R1-2400565,RAN WG1,Technical contribution on physical layer design
R1-2409911,RAN WG1,Contribution for discussion
R1-2404325,RAN WG1,Technical Contribution
R1-2400719,RAN WG1,Contribution
R1-2406734,RAN WG1,Technical contribution
R1-2407971,RAN WG1,Discussion Document
R1-2406630,RAN WG1,Contribution
R1-2402948,RAN WG1,Discussion/Decision input
R1-2401666,RAN WG1,Discussion and Decision Document
R1-2403717,RAN WG1,Specification proposal
R19 MIMO,RAN WG1,Physical Layer Specification
R1-2401862,TSG-RAN WG1,Discussion Lead
R1-2409956,RAN WG1,Contribution
R1-2403612,RAN WG1,Discussion Document
RAN1#118bis,RAN WG1,Meeting Schedule Document
R1-2402859,RAN WG1,Contribution
R1-2406386,RAN WG1,Technical Discussion
R1-2401694,RAN WG1,Change Proposal
R1-2406137,RAN WG1,Contribution
R1-2407952,RAN WG1,Contribution
R1-2406781,RAN WG1,Contribution
R1-2407529,RAN1,Change Request
R1-2408283,RAN WG1,Contribution for channel modeling discussion
R1-2408347,RAN WG1,Contribution
R1-2406054,RAN WG1,Contribution on AI/ML Air Interface
R1-2409072,RAN WG1,Feature Lead Summary
R1-2409715,RAN WG1,Discussion Contributor
R1-2410778,RAN WG1,Discussion Document
R1-2408397,RAN WG1,Technical Contribution
38.213 CR 0633,RAN WG1,Change Request
R1-2406547,RAN WG1,Technical Specification
R1-2408476,RAN WG1,Discussion input
R1-2407932,RAN WG1,Contribution on channel modeling enhancements
R1-2410690,RAN WG1,Contribution
R1-2408728,RAN4,RF Requirement Definition
R1-2406815,RAN WG1,Contribution
R1-2408067,RAN WG1,Contribution
R1-2409734,RAN WG1,Contribution
R1-2401335,RAN WG1,Technical Contribution
R1-2407833,RAN WG1,Specification maintenance
R1-2401659,RAN WG1,Specification Maintenance
R1-2405047,RAN WG1,Contribution
R1-2403249,RAN WG1,Contribution
R1-2402266,RAN WG1,Contribution
R1-2405823,RAN WG1,Study leader for Ambient IoT waveform characteristics
R1-2407108,RAN WG1,Change Proposal
R1-2408064,RAN WG1,Technical Specifications
R1-2407648,RAN WG1,Technical Specification Development
R1-2406651,RAN WG1,Contribution on physical layer aspects
R1-2410182,RAN WG1,Contribution
R1-2401219,RAN WG1,Technical Contribution
R1-2407841,RAN WG1,Contribution
R1-2407623,RAN WG1,Contribution
R1-2406892,RAN WG1,Technical contribution on Ambient IoT
R1-2409876,RAN WG1,Contribution
R1-2401188,RAN WG1,Technical Contribution
R1-2408195,RAN WG1,Contribution on channel modeling
R1-2403559,RAN WG1,Feature Lead Summary
R1-2410190,RAN WG1,Change Request
R1-2410576,RAN WG1,Contribution
R1-2406801,RAN WG1,Contribution
R1-2406347,TSG-RAN WG1,Technical Contribution
RAN1#118bis-Schedule,RAN WG1,Meeting coordination document
R1-2403547,RAN WG1,Discussion Document
R1-2410386,RAN WG1,Technical contribution
R1-2405321,RAN WG1,Change Request
R1-2408392,RAN WG1,Discussion Document
R1-2406731,RAN WG1,Contribution
R1-2407788,RAN WG1,Contribution on physical layer procedures
R1-2405801,RAN WG1,Technical Contribution
R1-2402568,RAN WG1,Technical Contribution
R1-2402270,RAN WG1,Specification Amendment Proposal
R1-2402093,RAN WG1,Technical Contribution
R1-2401594,RAN WG1,Discussion Document
R1-2405534,TSG-RAN WG1,Discussion document
R1-2407415,RAN WG1,Specification Maintenance
R1-2408827,RAN WG1,Discussion Document
R1-2408969,RAN WG1,Technical Specification contribution
R1-2409654,RAN WG1,Contribution on physical layer enhancements
R1-2408052,RAN WG1,Contribution
R1-2410075,RAN WG1,Contribution
R1-2405246,RAN WG1,Discussion Document
R1-2403109,RAN WG1,Contribution
R1-2401190,RAN WG1,Technical Discussion
R1-2402342,RAN WG1,Contribution
R1-2410650,RAN WG1,Discussion Document
R1-2400584,RAN WG1,Contribution
R1-2406934,RAN WG1,Technical Specification Development
R1-2406066,TSG-RAN WG1,Channel Modeling Contribution
R1-2404978,RAN WG1,Coordination of SLPP agreements
R1-2402432,RAN WG1,Contribution on NR positioning specifications
R1-2403635,RAN WG1,Parameter Clarification
R1-2409924,RAN WG1,Contribution
CR-Form-v12.2,RAN WG1,Specification maintenance
R1-2410624,RAN WG1,Contribution
R1-2405992,RAN WG1,Contribution on physical layer design
R1-2404201,RAN WG1,Contribution on NTN enhancements
R1-2402558,RAN WG1,Contribution
R1-2409680,RAN WG1,Technical Proposal
R1-2405127,RAN WG1,Discussion input
R1-2409854,RAN WG1,Contribution to physical layer enhancement work item
R1-2404210,RAN WG1,Technical Contribution
R1-2403490,RAN WG1,Discussion Summary
R1-2406668,RAN WG1,Discussion and Decision Document
R1-2410582,RAN WG1,Contribution
R1-2408772,RAN WG1,Discussion and Decision
R1-2404700,RAN WG1,Contribution
R1-2403134,RAN WG1,Discussion document
R1-2404840,RAN WG1,Specification Contribution
R1-2406495,RAN WG1,Discussion Document
R1-2401452,RAN WG1,Contribution
R1-2401151,RAN WG1,Contribution
R1-2402085,RAN WG1,Discussion and Decision
R1-2406701,RAN WG1,Contribution on MIMO enhancements
R1-2404605,RAN WG1,Technical Contribution
R1-2406181,RAN WG1,Contribution
R1-2404576,RAN WG1,Technical Contribution
R1-2407400,RAN1,Technical Specification
R1-2403708,RAN WG1,Change proposal
R1-2408941,RAN WG1,Contribution on AIoT Physical Layer
R1-2401765,RAN WG1,Discussion and Specification Maintenance
R1-2410146,RAN WG1,Technical Specification Development
R1-2400109,RAN WG1,Contribution on SBFD specifications
R1-2407073,RAN WG1,Discussion Document
R1-2409361,RAN WG1,Contribution
R1-2404260,RAN WG1,Discussion and proposal submission
R1-2408145,RAN WG1,Discussion and Decision
R1-2408796,RAN WG1,Discussion Contributor
R1-2410449,RAN WG1,Contribution for discussion
R1-2400850,RAN WG1,Contribution
R1-2400138,RAN WG1,Contribution for Discussion/Decision
R1-2405244,RAN WG1,Technical Specification Development
R1-2408363,RAN WG1,Contribution
R1-2410489,RAN WG1,Discussion Document
R1-2409340,RAN WG1,Meeting Agenda and Proceedings
R1-2405933,RAN WG1,Technical Contribution
R1-240nnnn,TSG-RAN WG1,Technical Specification Contribution
R1-2404839,RAN WG1,Specification Maintenance
R1-2408676,RAN WG1,Technical contribution
R1-2401156,RAN WG1,Contribution
R1-240XXXX,RAN WG1,Study Item lead
R1-2405740,TSG-RAN WG1,Technical Specification
R1-2400361,RAN WG1,Technical Contribution
R1-2408902,RAN WG1,Change Request proposal
R1-2404115,RAN WG1,Contribution on physical layer evaluation methodologies
R1-2403283,RAN WG1,Discussion and decision
R1-2410532,RAN WG1,Agenda 9.11.2 Contributor
R1-2409492,RAN WG1,Discussion Document
R1-2405904,RAN WG1,Contribution
R1-2403028,RAN WG1,Technical Contribution
R1-2402861,RAN WG1,Contribution
R1-2409638,RAN WG1,Technical Contribution
R1-2406530,RAN WG1,Contribution document
R1-2404288,RAN WG1,Contribution
R1-2408766,RAN WG1,Technical Contribution
R1-2407779,RAN WG1,Contribution on SRS power control
R1-2402065,RAN WG1,Contribution
R1-2402801,RAN WG1,Contribution to AI/ML Work Item
R1-2403054,RAN WG1,Contribution
R1-2408135,RAN WG1,Technical Contribution
R1-2404734,RAN WG1,Contribution
R1-2401842,RAN WG1,Contribution
R1-2404782,RAN WG1,Contribution on physical layer procedures
R1-2410882,RAN WG1,Specification maintenance
R1-2408624,RAN WG1,Specification Change Proposal
R1-2408408,RAN WG1,Discussion Document
R1-2401799,RAN WG1,Contribution to Agenda Item 9.4.2.3
R1-2400340,RAN WG1,Agenda 9.6.3 Contributor
R1-2404297,RAN WG1,Technical Contribution
R1-2410906,RAN WG1,Discussion Document
R1-2403354,RAN WG1,Contribution
CR 0676 rev,TSG-RAN WG1,Specification Change Proposal
R1-2400174,TSG-RAN WG1,Contribution
R1-2408547,RAN WG1,Discussion Document
R1-2404384,RAN WG1,Discussion Document
R1-2409788,RAN WG1,Technical Proposal
R1-2410580,RAN WG1,Contribution
R1-2407690,RAN WG1,Technical Specification Development
R1-2408138,RAN WG1,Technical Contribution
R1-2401836,RAN WG1,Discussion Summary
R1-2401375,RAN WG1,Discussion and Decision
R1-2404759,RAN WG1,Technical contribution
R1-2410134,RAN WG1,Technical Contribution
R1-2407966,RAN WG1,Contribution
R1-2407608,RAN WG1,Contribution
R1-2401142,RAN WG1,Contribution
R1-2410107,RAN WG1,Reply to LS
R1-2405654,RAN WG1,Technical Specification
R1-2408086,RAN WG1,Discussion Document
R1-2400573,RAN WG1,Contribution
R1-2406396,RAN WG1,Technical Contribution
R1-2407112,RAN WG1,Contribution on MIMO enhancements
R1-2402665,RAN WG1,Contribution on physical layer interference management
R1-2405357,RAN WG1,Discussion coordination
